machine_status,total_number,current_cycle,cycle_remaining_time,total_run_time,current_program_name,spindle_speed,spindle_override,feed_override,x_axis_coordinate,y_axis_coordinate,z_axis_coordinate,c_axis_coordinate,a_axis_coordinate,b_axis_coordinate,program_status,active_alarm,coolant_status
on,4496,499.78,499.78,6554126.742,_N_SPERPENTINE_MPF,3000,100,100,383.4969401,-329.197498,-510.9210993,0.997588339,-2.86E-10,0.0000107,3,No Active Alarm,On
on,4496,502.576,502.576,6554129.544,_N_SPERPENTINE_MPF,3000,100,100,392.8565687,-329.3639706,-510.9211793,0.997588339,1.07E-05,0.0000107,3,No Active Alarm,On
on,4496,505.032,505.032,6554131.992,_N_SPERPENTINE_MPF,3000,100,100,401.0141041,-329.5082929,-510.921001,0.997588339,1.07E-05,-0.0000322,3,No Active Alarm,On
on,4496,507.488,507.488,6554134.452,_N_SPERPENTINE_MPF,3000,100,100,409.1868842,-329.6542353,-510.9210745,0.997535007,-3.22E-05,-0.0000215,3,No Active Alarm,On
on,4496,509.888,509.888,6554136.852,_N_SPERPENTINE_MPF,3000,100,100,417.1990041,-329.7964576,-510.9209547,0.997588339,-2.15E-05,0.0000322,3,No Active Alarm,On
on,4496,512.324,512.324,6554139.288,_N_SPERPENTINE_MPF,3000,100,100,422.9695103,-327.497401,-510.9210388,0.997588339,3.22E-05,-3.81E-15,3,No Active Alarm,On
on,4496,514.772,514.772,6554141.736,_N_SPERPENTINE_MPF,3000,100,100,419.0668964,-323.2468928,-510.921109,0.997535008,-3.81E-15,7.15E-11,3,No Active Alarm,On
on,4496,517.116,517.116,6554144.076,_N_SPERPENTINE_MPF,3000,100,100,411.2544792,-323.1077005,-510.9211025,0.997588339,7.15E-11,-0.0000107,3,No Active Alarm,On
on,4496,519.536,519.536,6554146.5,_N_SPERPENTINE_MPF,3000,100,100,403.1494433,-322.9637682,-510.921021,0.997535007,-1.07E-05,7.15E-11,3,No Active Alarm,On
on,4496,521.948,521.948,6554148.912,_N_SPERPENTINE_MPF,3000,100,100,395.1635742,-322.821556,-510.9210394,0.997588339,7.15E-11,0.0000215,3,No Active Alarm,On
on,4496,524.352,524.352,6554151.312,_N_SPERPENTINE_MPF,3000,100,100,387.1120048,-322.6785237,-510.9211694,0.997588339,2.15E-05,-0.0000107,3,No Active Alarm,On
on,4496,526.808,526.808,6554153.772,_N_SPERPENTINE_MPF,3000,100,100,378.9527623,-322.5338114,-510.9212193,0.997535007,-1.07E-05,-0.0000107,3,No Active Alarm,On
on,4496,529.208,529.208,6554156.172,_N_SPERPENTINE_MPF,3000,100,100,373.0920531,-320.1725238,-510.9210894,0.997535007,-1.07E-05,-0.0000107,3,No Active Alarm,On
on,4496,531.624,531.624,6554158.584,_N_SPERPENTINE_MPF,3000,100,100,380.1885076,-319.136977,-510.9210594,0.997588339,-1.07E-05,0.0000215,3,No Active Alarm,On
on,4496,534.048,534.048,6554161.02,_N_SPERPENTINE_MPF,3000,100,100,388.2406272,-319.2798493,-510.9210993,0.997588339,2.15E-05,0.0000107,3,No Active Alarm,On
on,4496,536.6,536.6,6554163.564,_N_SPERPENTINE_MPF,3000,100,100,396.6934354,-319.4306717,-510.9211193,0.997588339,1.07E-05,-1.43E-10,3,No Active Alarm,On
on,4496,539.084,539.084,6554166.048,_N_SPERPENTINE_MPF,3000,100,100,404.9579651,-319.577174,-510.9210599,0.997588339,-1.43E-10,7.15E-11,3,No Active Alarm,On
on,4496,541.476,541.476,6554168.436,_N_SPERPENTINE_MPF,3000,100,100,412.9564742,-319.7196963,-510.9210499,0.997588339,7.15E-11,0.0000107,3,No Active Alarm,On
on,4496,543.904,543.904,6554170.866,_N_SPERPENTINE_MPF,3000,100,100,421.0493192,-319.8635386,-510.921082,0.997588339,1.07E-05,0.0000107,3,No Active Alarm,On
on,4496,546.332,546.332,6554173.296,_N_SPERPENTINE_MPF,3000,100,100,423.2131293,-313.813702,-510.9211337,0.997588339,1.07E-05,0.0000215,3,No Active Alarm,On
on,4496,548.748,548.748,6554175.708,_N_SPERPENTINE_MPF,3000,100,100,415.6916116,-313.1847218,-510.9210618,0.997588339,2.15E-05,-1.43E-10,3,No Active Alarm,On
on,4496,551.164,551.164,6554178.132,_N_SPERPENTINE_MPF,3000,100,100,407.6400392,-313.0417695,-510.9210508,0.99764167,-1.43E-10,-1.43E-10,3,No Active Alarm,On
on,4496,553.528,553.528,6554180.496,_N_SPERPENTINE_MPF,3000,100,100,399.773525,-312.9017372,-510.9210094,0.997588339,-1.43E-10,-0.0000322,3,No Active Alarm,On
on,4496,556.04,556.04,6554183.004,_N_SPERPENTINE_MPF,3000,100,100,391.3760135,-312.7531049,-510.9210893,0.997535007,-3.22E-05,7.15E-11,3,No Active Alarm,On
on,4496,558.428,558.428,6554185.392,_N_SPERPENTINE_MPF,3000,100,100,383.4167253,-312.6116926,-510.9210794,0.997588339,7.15E-11,0.0000107,3,No Active Alarm,On
on,4496,560.864,560.864,6554187.828,_N_SPERPENTINE_MPF,3000,100,100,375.3119994,-312.4670503,-510.9211394,0.997588339,1.07E-05,0.0000215,3,No Active Alarm,On
on,4496,563.268,563.268,6554190.234,_N_SPERPENTINE_MPF,3000,100,100,373.3381595,-306.3548527,-510.9211693,0.997535007,2.15E-05,-1.43E-10,3,No Active Alarm,On
on,4496,565.64,565.64,6554192.604,_N_SPERPENTINE_MPF,3000,100,100,371.7088475,-310.9719561,-510.9360089,0.997588339,-1.43E-10,-0.0000107,3,No Active Alarm,On
on,4496,568.104,568.104,6554195.064,_N_SPERPENTINE_MPF,3000,100,100,376.8889966,-314.0436855,-510.9359789,0.997535007,-1.07E-05,-3.81E-15,3,No Active Alarm,On
on,4496,570.652,570.652,6554197.62,_N_SPERPENTINE_MPF,3000,100,100,386.2476852,-314.2101882,-510.9360189,0.997588339,-3.81E-15,-1.91E-15,3,No Active Alarm,On
on,4496,573.32,573.32,6554200.284,_N_SPERPENTINE_MPF,3000,100,100,394.2728614,-314.3526505,-510.9359889,0.997535007,-1.91E-15,0.0000107,3,No Active Alarm,On
on,4496,575.748,575.748,6554202.714,_N_SPERPENTINE_MPF,3000,100,100,402.3653204,-314.4969128,-510.9359575,0.997588339,1.07E-05,-1.43E-10,3,No Active Alarm,On
on,4496,578.196,578.196,6554205.156,_N_SPERPENTINE_MPF,3000,100,100,410.5106889,-314.6416551,-510.9359605,0.997588339,-1.43E-10,0.0000107,3,No Active Alarm,On
on,4496,580.68,580.68,6554207.64,_N_SPERPENTINE_MPF,3000,100,100,418.8027066,-314.7887474,-510.9360363,0.997588339,1.07E-05,-1.43E-10,3,No Active Alarm,On
on,4496,583.104,583.104,6554210.064,_N_SPERPENTINE_MPF,3000,100,100,419.5288348,-318.2878034,-510.9359881,0.997588339,-1.43E-10,0.0000107,3,No Active Alarm,On
on,4496,585.532,585.532,6554212.494,_N_SPERPENTINE_MPF,3000,100,100,411.4377399,-318.1440011,-510.9360263,0.997535008,1.07E-05,0.0000107,3,No Active Alarm,On
on,4496,587.992,587.992,6554214.96,_N_SPERPENTINE_MPF,3000,100,100,403.2121064,-317.9976788,-510.9360515,0.997588339,1.07E-05,-0.0000107,3,No Active Alarm,On
on,4496,590.456,590.456,6554217.42,_N_SPERPENTINE_MPF,3000,100,100,395.0121048,-317.8518564,-510.9359389,0.997588339,-1.07E-05,0.0000107,3,No Active Alarm,On
on,4496,592.86,592.86,6554219.826,_N_SPERPENTINE_MPF,3000,100,100,387.0146019,-317.7098742,-510.9361089,0.997588339,1.07E-05,0.0000322,3,No Active Alarm,On
on,4496,595.34,595.34,6554222.304,_N_SPERPENTINE_MPF,3000,100,100,378.7626381,-317.5635618,-510.9360389,0.997588339,3.22E-05,-0.0000215,3,No Active Alarm,On
on,4496,597.756,597.756,6554224.716,_N_SPERPENTINE_MPF,3000,100,100,371.576914,-318.3581543,-510.9359389,0.997535007,-2.15E-05,0.0000107,3,No Active Alarm,On
on,4496,600.116,600.116,6554227.08,_N_SPERPENTINE_MPF,3000,100,100,373.7116502,-323.9888546,-510.9359789,0.997588339,1.07E-05,7.15E-11,3,No Active Alarm,On
on,4496,602.48,602.48,6554229.444,_N_SPERPENTINE_MPF,3000,100,100,381.5905386,-324.1289069,-510.9360089,0.997535008,7.15E-11,0.0000107,3,No Active Alarm,On
on,4496,604.836,604.836,6554231.796,_N_SPERPENTINE_MPF,3000,100,100,389.4561054,-324.2685891,-510.9358689,0.997588339,1.07E-05,0.0000107,3,No Active Alarm,On
on,4496,607.256,607.256,6554234.22,_N_SPERPENTINE_MPF,3000,100,100,397.4945833,-324.4117114,-510.9359089,0.997588339,1.07E-05,0.0000107,3,No Active Alarm,On
on,4496,609.6,609.6,6554236.56,_N_SPERPENTINE_MPF,3000,100,100,405.3209885,-324.5508836,-510.9360166,0.997588339,1.07E-05,-0.0000107,3,No Active Alarm,On
on,4496,612.012,612.012,6554238.978,_N_SPERPENTINE_MPF,3000,100,100,413.3986227,-324.6946359,-510.9358982,0.997588339,-1.07E-05,-0.0000107,3,No Active Alarm,On
on,4496,614.46,614.46,6554241.426,_N_SPERPENTINE_MPF,3000,100,100,421.4320797,-325.0689017,-510.935958,0.997588339,-1.07E-05,0.0000107,3,No Active Alarm,On
on,4496,616.936,616.936,6554243.904,_N_SPERPENTINE_MPF,3000,100,100,415.9847951,-327.9339578,-510.9360069,0.997588339,1.07E-05,7.15E-11,3,No Active Alarm,On
on,4496,619.332,619.332,6554246.304,_N_SPERPENTINE_MPF,3000,100,100,407.9732652,-327.7919255,-510.9360369,0.997588339,7.15E-11,0.0000215,3,No Active Alarm,On
on,4496,621.776,621.776,6554248.74,_N_SPERPENTINE_MPF,3000,100,50,399.8538896,-327.6470932,-510.9360089,0.997588339,2.15E-05,7.15E-11,3,No Active Alarm,On
on,4496,624.16,624.16,6554251.122,_N_SPERPENTINE_MPF,3000,100,50,391.9220148,-327.5066409,-510.9360189,0.997588339,7.15E-11,-3.81E-15,3,No Active Alarm,On
on,4496,626.584,626.584,6554253.552,_N_SPERPENTINE_MPF,3000,100,50,383.8165288,-327.3624486,-510.9360089,0.997588339,-3.81E-15,0.0000107,3,No Active Alarm,Off
on,4496,629.048,629.048,6554256.012,_N_SPERPENTINE_MPF,3000,100,50,375.6448248,-327.2169563,-510.9359889,0.997588339,1.07E-05,-0.0000107,3,No Active Alarm,Off
on,4496,631.5,631.5,6554258.472,_N_SPERPENTINE_MPF,3000,100,50,371.3500304,-331.1568491,-510.9359089,0.997535007,-1.07E-05,0.0000215,3,No Active Alarm,Off
on,4496,633.908,633.908,6554260.872,_N_SPERPENTINE_MPF,3000,100,50,376.7637973,-333.7523508,-510.9359789,0.997588339,2.15E-05,0.0000107,3,No Active Alarm,Off
on,4496,636.252,636.252,6554263.212,_N_SPERPENTINE_MPF,3000,100,50,384.5225512,-333.889723,-510.9359189,0.997588339,1.07E-05,0.0000107,3,No Active Alarm,Off
on,4496,638.6,638.6,6554265.564,_N_SPERPENTINE_MPF,3000,100,50,392.4415644,-334.0310553,-510.9359189,0.997588339,1.07E-05,0.0000107,3,No Active Alarm,Off
on,4496,641,641,6554267.964,_N_SPERPENTINE_MPF,3000,100,50,400.427633,-334.1730976,-510.9360188,0.997588339,1.07E-05,-0.0000107,3,No Active Alarm,Off
on,4496,643.472,643.472,6554270.436,_N_SPERPENTINE_MPF,3000,100,50,408.6532165,-334.3192599,-510.9359733,0.997535007,-1.07E-05,-0.0000107,3,No Active Alarm,Off
on,4496,645.86,645.86,6554272.824,_N_SPERPENTINE_MPF,3000,100,50,416.6238238,-334.4604422,-510.9359428,0.997588339,-1.07E-05,-1.43E-10,3,No Active Alarm,Off
on,4496,648.236,648.236,6554275.2,_N_SPERPENTINE_MPF,3000,100,50,421.1450853,-337.9140673,-510.9359408,0.997588339,-1.43E-10,-0.0000107,3,No Active Alarm,Off
on,4496,650.62,650.62,6554277.588,_N_SPERPENTINE_MPF,3000,100,50,413.2077183,-337.886637,-510.9360417,0.997588339,-1.07E-05,-0.0000107,3,No Active Alarm,Off
on,4496,653.056,653.056,6554280.024,_N_SPERPENTINE_MPF,600,100,50,405.1023125,-337.7420847,-510.9359496,0.997588339,-1.07E-05,-0.0000107,3,No Active Alarm,Off
on,4496,655.46,655.46,6554282.424,_N_SPERPENTINE_MPF,600,100,50,397.0903235,-337.5999524,-510.9359989,0.997535008,-1.07E-05,-0.0000107,3,No Active Alarm,Off
on,4496,657.864,657.864,6554284.824,_N_SPERPENTINE_MPF,600,100,50,389.0915304,-337.4575101,-510.9359189,0.997588339,-1.07E-05,-0.0000107,3,No Active Alarm,Off
on,4496,660.248,660.248,6554287.212,_N_SPERPENTINE_MPF,600,100,50,381.1194406,-337.3158079,-510.9359189,0.997535007,-1.07E-05,-1.43E-10,3,No Active Alarm,Off
on,4496,662.676,662.676,6554289.642,_N_SPERPENTINE_MPF,600,100,50,373.0266263,-337.1717656,-510.9360089,0.997588339,-1.43E-10,-0.0000107,3,No Active Alarm,Off
on,4496,666.192,666.192,6554293.152,_N_SPERPENTINE_MPF,600,100,50,374.532926,-343.7143202,-510.9359989,0.997588339,-1.07E-05,4.77E-16,3,No Active Alarm,Off
on,4496,668.624,668.624,6554295.588,_N_SPERPENTINE_MPF,600,100,50,382.639172,-343.8581625,-510.9359489,0.997588339,4.77E-16,-3.81E-15,3,No Active Alarm,Off
on,4496,671.04,671.04,6554298,_N_SPERPENTINE_MPF,600,100,50,390.6781699,-344.0013248,-510.9359189,0.997588339,-3.81E-15,-0.0000215,3,No Active Alarm,Off
on,4496,673.436,673.436,6554300.4,_N_SPERPENTINE_MPF,600,100,50,398.6630012,-344.1427471,-510.9358389,0.997588339,-2.15E-05,7.15E-11,3,No Active Alarm,Off
on,4496,675.808,675.808,6554302.776,_N_SPERPENTINE_MPF,600,100,50,406.5821946,-344.2837694,-510.9361519,0.997588339,7.15E-11,-0.0000107,3,No Active Alarm,Off
on,4496,678.232,678.232,6554305.194,_N_SPERPENTINE_MPF,600,100,50,414.6605588,-344.4273717,-510.9359235,0.997588339,-1.07E-05,7.15E-11,3,No Active Alarm,Off
on,4496,680.852,680.852,6554307.816,_N_SPERPENTINE_MPF,600,100,50,421.0767092,-346.9696121,-510.9359404,0.997588339,7.15E-11,0.0000215,3,No Active Alarm,Off
on,4496,683.244,683.244,6554310.204,_N_SPERPENTINE_MPF,600,100,50,414.0169198,-347.9023373,-510.9360079,0.997588339,2.15E-05,-0.0000107,3,No Active Alarm,Off
on,4496,685.592,685.592,6554312.556,_N_SPERPENTINE_MPF,600,100,50,406.1902217,-347.763055,-510.9359313,0.997588339,-1.07E-05,-0.0000215,3,No Active Alarm,Off
on,4496,688.036,688.036,6554314.992,_N_SPERPENTINE_MPF,600,100,50,398.0854745,-347.6190127,-510.9359589,0.997588339,-2.15E-05,0.0000107,3,No Active Alarm,Off
on,4496,690.536,690.536,6554317.5,_N_SPERPENTINE_MPF,600,100,50,389.7143062,-347.4703303,-510.9359789,0.997588339,1.07E-05,-0.0000215,3,No Active Alarm,Off
on,4496,692.956,692.956,6554319.918,_N_SPERPENTINE_MPF,600,100,50,381.6078401,-347.326178,-510.9359589,0.997535007,-2.15E-05,0.0000107,3,No Active Alarm,Off
on,4496,695.396,695.396,6554322.36,_N_SPERPENTINE_MPF,600,100,50,373.5027742,-347.1815557,-510.9359989,0.997588339,1.07E-05,0.0000107,3,No Active Alarm,Off
on,4496,697.784,697.784,6554324.748,_N_SPERPENTINE_MPF,600,100,50,370.9665571,-352.7262289,-510.9360089,0.997588339,1.07E-05,-0.0000107,3,No Active Alarm,Off
on,4496,700.244,700.244,6554327.208,_N_SPERPENTINE_MPF,600,100,50,372.5095432,-351.0607999,-510.9359789,0.997588339,-1.07E-05,-0.0000107,3,No Active Alarm,Off
on,4496,702.656,702.656,6554329.62,_N_SPERPENTINE_MPF,600,100,40,378.3235471,-348.7826013,-510.9358489,0.997588339,-1.07E-05,0.0000107,3,No Active Alarm,Off
on,4496,705.052,705.052,6554332.014,_N_SPERPENTINE_MPF,600,100,40,386.3233202,-348.9248936,-510.9359789,0.997535007,1.07E-05,-0.0000215,3,No Active Alarm,Off
on,4496,707.508,707.508,6554334.474,_N_SPERPENTINE_MPF,600,100,40,394.5078558,-349.0696859,-510.9359789,0.997588339,-2.15E-05,-0.0000107,3,No Active Alarm,Off
on,4496,709.944,709.944,6554336.904,_N_SPERPENTINE_MPF,600,100,40,402.6260829,-349.2146282,-510.9357828,0.997588339,-1.07E-05,-1.43E-10,3,No Active Alarm,Off
on,4496,712.36,712.36,6554339.328,_N_SPERPENTINE_MPF,600,100,40,410.6787353,-349.3576805,-510.9359438,0.997588339,-1.43E-10,0.0000107,3,No Active Alarm,On
on,4496,714.756,714.756,6554341.716,_N_SPERPENTINE_MPF,600,100,40,418.6512128,-349.4993528,-510.9359533,0.997588339,1.07E-05,0.0000107,3,No Active Alarm,On
on,4496,717.252,717.252,6554344.212,_N_SPERPENTINE_MPF,600,100,40,422.6230655,-345.1301931,-510.9359914,0.997588339,1.07E-05,7.15E-11,3,No Active Alarm,On
on,4496,719.74,719.74,6554346.702,_N_SPERPENTINE_MPF,600,100,40,416.470606,-342.9449079,-510.935997,0.997588339,7.15E-11,-0.0000107,3,No Active Alarm,On
on,4496,722.368,722.368,6554349.33,_N_SPERPENTINE_MPF,600,100,40,407.7126086,-342.7892055,-510.9360318,0.997588339,-1.07E-05,0.0000107,3,No Active Alarm,On
on,4496,724.9,724.9,6554351.862,_N_SPERPENTINE_MPF,600,100,40,399.2603874,-342.639133,-510.9359989,0.997588338,1.07E-05,4.77E-16,3,No Active Alarm,On
on,4496,727.412,727.412,6554354.376,_N_SPERPENTINE_MPF,600,100,40,390.9013106,-342.4901707,-510.9360089,0.997588339,4.77E-16,-0.0000107,3,No Active Alarm,On
on,4496,729.864,729.864,6554356.83,_N_SPERPENTINE_MPF,600,100,40,382.7161649,-342.3450583,-510.9359589,0.997588339,-1.07E-05,3.57E-20,3,No Active Alarm,On
on,4496,732.268,732.268,6554359.236,_N_SPERPENTINE_MPF,600,100,40,374.7043404,-342.2025961,-510.9359789,0.997588339,3.57E-20,-0.0000215,3,No Active Alarm,On
on,4496,734.732,734.732,6554361.696,_N_SPERPENTINE_MPF,600,100,40,375.7145697,-338.7342306,-510.9359189,0.997588339,-2.15E-05,-1.43E-10,3,No Active Alarm,On
on,4496,737.116,737.116,6554364.078,_N_SPERPENTINE_MPF,5000,100,40,383.6873095,-338.8763228,-510.9359989,0.997588339,-1.43E-10,7.15E-11,3,No Active Alarm,On
on,4496,739.54,739.54,6554366.508,_N_SPERPENTINE_MPF,5000,100,40,391.7661823,-339.0200151,-510.9359089,0.997535007,7.15E-11,0.0000107,3,No Active Alarm,On
on,4496,741.964,741.964,6554369.004,_N_SPERPENTINE_MPF,5000,100,40,400.0707402,-339.1672775,-510.9359917,0.997588339,1.07E-05,0.0000107,3,No Active Alarm,On
on,4496,744.6,744.6,6554371.56,_N_SPERPENTINE_MPF,5000,100,40,408.629875,-339.3196399,-510.9360029,0.997588339,1.07E-05,-0.0000107,3,No Active Alarm,On
on,4496,747.108,747.108,6554374.068,_N_SPERPENTINE_MPF,5000,100,40,416.9752561,-339.4680723,-510.9359698,0.997588339,-1.07E-05,-0.0000107,3,No Active Alarm,On
on,4496,749.532,749.532,6554376.492,_N_SPERPENTINE_MPF,5000,100,40,422.7630623,-337.2252966,-510.9359342,0.997588339,-1.07E-05,-1.91E-15,3,No Active Alarm,On
on,4496,751.98,751.98,6554378.946,_N_SPERPENTINE_MPF,5000,100,100,418.8361365,-332.9856186,-510.9360442,0.997588339,-1.91E-15,0.0000107,3,No Active Alarm,On
on,4496,754.416,754.416,6554381.382,_N_SPERPENTINE_MPF,5000,100,100,410.7292606,-332.8410163,-510.9359521,0.997588339,1.07E-05,0.0000107,3,No Active Alarm,On
on,4496,756.888,756.888,6554383.848,_N_SPERPENTINE_MPF,5000,100,100,402.518398,-332.6949539,-510.9360079,0.997588339,1.07E-05,0.0000215,3,No Active Alarm,On
on,4496,759.392,759.392,6554386.356,_N_SPERPENTINE_MPF,5000,100,100,394.1327037,-332.5464216,-510.9360289,0.997588339,2.15E-05,-3.81E-15,3,No Active Alarm,On
on,4496,761.824,761.824,6554388.792,_N_SPERPENTINE_MPF,5000,100,100,386.0139561,-332.4018793,-510.9360389,0.997535007,-3.81E-15,3.57E-20,3,No Active Alarm,On
on,4496,764.308,764.308,6554391.27,_N_SPERPENTINE_MPF,5000,100,100,377.7618323,-332.2555569,-510.9360389,0.997535007,3.57E-20,2.31E-20,3,No Active Alarm,On
on,4496,766.716,766.716,6554393.682,_N_SPERPENTINE_MPF,5000,100,100,373.1298893,-328.9940948,-510.9359189,0.997588339,2.31E-20,-0.0000107,3,No Active Alarm,On
on,4496,769.184,769.184,6554396.148,_N_SPERPENTINE_MPF,5000,100,100,381.3247563,-329.1254968,-510.9360189,0.997588339,-1.07E-05,-1.43E-10,3,No Active Alarm,On
on,4496,771.62,771.62,6554398.584,_N_SPERPENTINE_MPF,5000,100,100,389.4566655,-329.2694991,-510.9359289,0.997588339,-1.43E-10,-0.0000215,3,No Active Alarm,On
on,4496,773.996,773.996,6554400.96,_N_SPERPENTINE_MPF,5000,100,100,397.3896605,-329.4106914,-510.9359489,0.997588339,-2.15E-05,-0.0000322,3,No Active Alarm,On
on,4496,776.508,776.508,6554403.468,_N_SPERPENTINE_MPF,5000,100,100,405.7611766,-329.5592538,-510.9359058,0.997588339,-3.22E-05,7.15E-11,3,No Active Alarm,On
on,4496,778.884,778.884,6554405.85,_N_SPERPENTINE_MPF,5000,100,100,413.6939214,-329.700656,-510.9360041,0.997535007,7.15E-11,-0.0000215,3,No Active Alarm,On
on,4496,781.36,781.36,6554408.322,_N_SPERPENTINE_MPF,5000,100,100,421.9182849,-329.8466484,-510.9359087,0.997588339,-2.15E-05,-0.0000107,3,No Active Alarm,On
on,4496,783.792,783.792,6554410.752,_N_SPERPENTINE_MPF,5000,100,100,422.3949973,-323.3392743,-510.9359354,0.997588339,-1.07E-05,-1.43E-10,3,No Active Alarm,On
on,4496,786.32,786.32,6554413.29,_N_SPERPENTINE_MPF,5000,100,100,413.9434294,-323.1891618,-510.9359964,0.997588339,-1.43E-10,-1.43E-10,3,No Active Alarm,On
on,4496,788.728,788.728,6554415.69,_N_SPERPENTINE_MPF,5000,100,100,405.9448903,-323.0471496,-510.9359764,0.997588339,-1.43E-10,0.0000107,3,No Active Alarm,On
on,4496,791.372,791.372,6554418.336,_N_SPERPENTINE_MPF,5000,100,100,397.1322928,-322.8902071,-510.9359589,0.997588339,1.07E-05,0.0000107,3,No Active Alarm,On
on,4496,793.78,793.78,6554420.742,_N_SPERPENTINE_MPF,5000,100,100,389.0677417,-322.7468648,-510.9359689,0.997588339,1.07E-05,0.0000107,3,No Active Alarm,On
on,4496,796.212,796.212,6554423.184,_N_SPERPENTINE_MPF,5000,100,100,380.9621757,-322.6024425,-510.9359889,0.997588339,1.07E-05,-0.0000107,3,No Active Alarm,On
on,4496,798.68,798.68,6554425.644,_N_SPERPENTINE_MPF,5000,100,100,373.0244975,-322.0136633,-510.9359089,0.997588339,-1.07E-05,7.15E-11,3,No Active Alarm,On
on,4496,801.244,801.244,6554428.206,_N_SPERPENTINE_MPF,5000,100,100,378.6896358,-319.076496,-510.9359689,0.997588339,7.15E-11,0.0000107,3,No Active Alarm,On
on,4496,803.696,803.696,6554430.66,_N_SPERPENTINE_MPF,5000,100,100,386.8480582,-319.2217784,-510.9359389,0.997588339,1.07E-05,-0.0000107,3,No Active Alarm,On
on,4496,806.088,806.088,6554433.048,_N_SPERPENTINE_MPF,5000,100,100,394.820348,-319.3633806,-510.9359789,0.997588339,-1.07E-05,0.0000215,3,No Active Alarm,On
on,4496,808.612,808.612,6554435.574,_N_SPERPENTINE_MPF,5000,100,100,403.286069,-319.513793,-510.9360362,0.997588339,2.15E-05,-0.0000215,3,No Active Alarm,On
on,4496,811.084,811.084,6554438.052,_N_SPERPENTINE_MPF,5000,100,100,411.4977817,-319.6598954,-510.9359302,0.997588339,-2.15E-05,0.0000107,3,No Active Alarm,On
on,4496,813.536,813.536,6554440.5,_N_SPERPENTINE_MPF,5000,100,100,419.6830727,-319.8052977,-510.9359839,0.997588339,1.07E-05,-1.91E-15,3,No Active Alarm,On
on,4496,815.944,815.944,6554442.906,_N_SPERPENTINE_MPF,5000,100,100,423.1539872,-315.2293747,-510.936002,0.997588339,-1.91E-15,0.0000107,3,No Active Alarm,On
on,4496,818.364,818.364,6554445.324,_N_SPERPENTINE_MPF,5000,100,100,417.0011039,-313.2422827,-510.9359876,0.997588339,1.07E-05,7.15E-11,3,No Active Alarm,On
on,4496,820.788,820.788,6554447.748,_N_SPERPENTINE_MPF,5000,100,100,408.9350706,-313.0982404,-510.9359657,0.997535008,7.15E-11,-0.0000107,3,No Active Alarm,On
on,4496,823.204,823.204,6554450.166,_N_SPERPENTINE_MPF,5000,100,100,400.8569765,-312.9551181,-510.9359047,0.997588339,-1.07E-05,-4.29E-10,3,No Active Alarm,On
on,4496,825.652,825.652,6554452.614,_N_SPERPENTINE_MPF,5000,100,100,392.711895,-312.8104358,-510.9360189,0.997588339,-4.29E-10,0.0000107,3,No Active Alarm,On
on,4496,828.068,828.068,6554455.032,_N_SPERPENTINE_MPF,5000,100,100,384.6733672,-312.6673735,-510.9360189,0.997588339,1.07E-05,-0.0000107,3,No Active Alarm,On
on,4496,830.524,830.524,6554457.492,_N_SPERPENTINE_MPF,5000,100,100,376.4868114,-312.5222912,-510.9359089,0.997588339,-1.07E-05,-2.86E-10,3,No Active Alarm,On
on,4496,832.956,832.956,6554459.922,_N_SPERPENTINE_MPF,5000,100,100,373.2845203,-307.4554503,-510.9359989,0.997588339,-2.86E-10,0.0000322,3,No Active Alarm,On
on,4496,835.364,835.364,6554462.328,_N_SPERPENTINE_MPF,5000,100,100,371.7518606,-310.0751518,-510.9509084,0.997588339,3.22E-05,7.15E-11,3,No Active Alarm,On
on,4496,837.752,837.752,6554464.716,_N_SPERPENTINE_MPF,5000,100,100,375.7789219,-313.9975748,-510.9508384,0.997588339,7.15E-11,-0.0000107,3,No Active Alarm,On
on,4496,840.164,840.164,6554467.128,_N_SPERPENTINE_MPF,5000,100,100,383.7904765,-314.1399371,-510.9508584,0.997588339,-1.07E-05,-0.0000107,3,No Active Alarm,On
on,4496,842.536,842.536,6554469.498,_N_SPERPENTINE_MPF,5000,100,100,391.7100298,-314.2805893,-510.9508484,0.997588339,-1.07E-05,-0.0000107,3,No Active Alarm,On
on,4496,844.944,844.944,6554471.904,_N_SPERPENTINE_MPF,3000,100,100,399.7493278,-314.4233616,-510.9508584,0.997535007,-1.07E-05,3.57E-20,3,No Active Alarm,On
on,4496,847.392,847.392,6554474.352,_N_SPERPENTINE_MPF,3000,100,100,407.8948026,-314.5681239,-510.9508979,0.997588339,3.57E-20,0.0000107,3,No Active Alarm,Off
on,4496,849.8,849.8,6554476.764,_N_SPERPENTINE_MPF,3000,100,100,415.9065625,-314.7106362,-510.9509282,0.997588339,1.07E-05,0.0000215,3,No Active Alarm,Off
on,4496,852.276,852.276,6554479.236,_N_SPERPENTINE_MPF,3000,100,100,421.6275336,-317.5048507,-510.950921,0.997535007,2.15E-05,-1.91E-15,3,No Active Alarm,Off
on,4496,854.676,854.676,6554481.636,_N_SPERPENTINE_MPF,3000,100,100,414.3181424,-318.2221024,-510.9508834,0.997588339,-1.91E-15,0.0000215,3,No Active Alarm,Off
on,4496,857.088,857.088,6554484.048,_N_SPERPENTINE_MPF,3000,100,100,406.2654799,-318.0789201,-510.9509624,0.997588339,2.15E-05,0.0000107,3,No Active Alarm,Off
