machine_status,total_number,current_cycle,cycle_remaining_time,total_run_time,current_program_name,spindle_speed,spindle_override,feed_override,x_axis_coordinate,y_axis_coordinate,z_axis_coordinate,c_axis_coordinate,a_axis_coordinate,b_axis_coordinate,program_status,active_alarm,coolant_status
on,4495,108.652,108.652,6552448.158,_N_WARMUP_MPF,5000,100,100,525.0000018,-313.8294412,-113.2623355,136.618471,5.63357759,16.24959561,3,No Active Alarm,On
on,4495,111,111,6552450.51,_N_WARMUP_MPF,5000,100,100,525.0000597,-120.0956847,-81.41355282,54.34785115,16.24959561,11.07299455,3,No Active Alarm,On
on,4495,113.376,113.376,6552452.88,_N_WARMUP_MPF,5000,100,100,483.3191271,-155.6045355,-47.87253541,13.87280616,11.07299455,-0.0000215,3,No Active Alarm,On
on,4495,115.724,115.724,6552455.214,_N_WARMUP_MPF,5000,100,100,400.8825626,-270.4559259,-26.39808589,3.24E-05,-2.15E-05,2.86E-10,3,No Active Alarm,On
on,4495,118.08,118.08,6552457.572,_N_WARMUP_MPF,5000,100,100,239.4383637,-164.0928041,-60.58610621,-2.10E-05,2.86E-10,0.0000107,3,No Active Alarm,On
on,4495,120.456,120.456,6552459.948,_N_WARMUP_MPF,5000,100,100,76.62128663,-57.00622806,-95.00698157,-2.10E-05,1.07E-05,-6.338326531,3,No Active Alarm,On
on,4495,122.816,122.816,6552462.3,_N_WARMUP_MPF,5000,100,100,4.999929984,-111.3519002,-115.0211902,11.3724908,-6.338326531,-18.48379911,3,No Active Alarm,On
on,4495,125.176,125.176,6552464.664,_N_WARMUP_MPF,5000,100,100,4.999941147,-307.7787397,-124.7380106,33.19705608,-18.48379911,-21.09241139,3,No Active Alarm,On
on,4495,127.54,127.54,6552467.016,_N_WARMUP_MPF,5000,100,100,84.27985558,-415.0001064,-130.0000498,66.01501717,-21.09241139,-11.63699429,3,No Active Alarm,On
on,4495,129.9,129.9,6552469.374,_N_WARMUP_MPF,5000,100,100,280.6115828,-415.0000104,-130.0000156,116.9857681,-11.63699429,-2.182542788,3,No Active Alarm,On
on,4495,132.26,132.26,6552471.732,_N_WARMUP_MPF,5000,100,100,477.2800193,-414.9999165,-130.0000097,168.0436075,-2.182542788,7.525545343,3,No Active Alarm,On
on,4495,134.6,134.6,6552474.072,_N_WARMUP_MPF,5000,100,100,525.0000367,-279.2927788,-107.5844388,121.9521799,7.525545343,18.08706051,3,No Active Alarm,On
on,4495,136.94,136.94,6552476.412,_N_WARMUP_MPF,5000,100,100,524.9998625,-86.21808556,-75.90065049,39.96084765,18.08706051,8.460698676,3,No Active Alarm,On
on,4495,139.312,139.312,6552478.776,_N_WARMUP_MPF,5000,100,100,470.9135142,-186.9458376,-41.34296842,10.63982889,8.460698676,0.0000107,3,No Active Alarm,On
on,4495,141.668,141.668,6552481.116,_N_WARMUP_MPF,5000,100,100,372.9252692,-252.2173094,-32.20193633,3.24E-05,1.07E-05,-0.0000107,3,No Active Alarm,On
on,4495,143.976,143.976,6552483.426,_N_WARMUP_MPF,5000,100,100,214.7689008,-148.0204104,-65.69396044,-2.10E-05,-1.07E-05,-0.0000215,3,No Active Alarm,On
on,4495,146.752,146.752,6552486.21,_N_WARMUP_MPF,5000,100,100,23.17106325,-21.61183667,-106.3259626,-2.10E-05,-2.15E-05,-11.45553458,3,No Active Alarm,On
on,4495,149.32,149.32,6552488.772,_N_WARMUP_MPF,5000,100,100,4.999981859,-194.2509223,-119.1146904,20.58348112,-11.45553458,-23.80660658,3,No Active Alarm,On
on,4495,151.72,151.72,6552491.172,_N_WARMUP_MPF,5000,100,100,5.000024029,-394.3405536,-128.9962287,42.81542636,-23.80660658,-17.00596856,3,No Active Alarm,On
on,4495,154.072,154.072,6552493.512,_N_WARMUP_MPF,5000,100,100,168.6141331,-414.9999602,-129.9999363,87.99531415,-17.00596856,-7.310619292,3,No Active Alarm,On
on,4495,156.488,156.488,6552495.93,_N_WARMUP_MPF,5000,100,100,370.9467933,-414.9998803,-130.0000569,140.3517061,-7.310619292,1.938391613,3,No Active Alarm,On
on,4495,158.876,158.876,6552498.312,_N_WARMUP_MPF,5000,100,100,525.0001127,-381.2592981,-124.3453533,165.2529735,1.938391613,12.6086228,3,No Active Alarm,On
on,4495,161.24,161.24,6552500.676,_N_WARMUP_MPF,5000,100,100,525.0000328,-186.538767,-92.336511,82.56278821,12.6086228,16.14372304,3,No Active Alarm,On
on,4495,163.62,163.62,6552503.046,_N_WARMUP_MPF,5000,100,100,507.4073306,-94.74748546,-60.55146164,20.24306675,16.14372304,1.056711732,3,No Active Alarm,On
on,4495,166.004,166.004,6552505.428,_N_WARMUP_MPF,5000,100,100,435.7437357,-275.7933767,-22.83316454,1.384504168,1.056711732,0.0000322,3,No Active Alarm,On
on,4495,168.36,168.36,6552507.78,_N_WARMUP_MPF,5000,100,100,290.4201251,-197.8622198,-49.73204815,-2.10E-05,3.22E-05,0.0000215,3,No Active Alarm,On
on,4495,170.728,170.728,6552510.144,_N_WARMUP_MPF,5000,100,100,127.8782777,-90.7755411,-84.1525379,-2.10E-05,2.15E-05,-2.557080235,3,No Active Alarm,On
on,4495,173.112,173.112,6552512.52,_N_WARMUP_MPF,5000,100,100,4.99971915,-50.09342428,-111.9963909,4.56564464,-2.557080235,-14.74367699,3,No Active Alarm,On
on,4495,175.48,175.48,6552514.89,_N_WARMUP_MPF,5000,100,100,5.000063812,-247.186296,-121.7290663,26.46550065,-14.74367699,-23.99350588,3,No Active Alarm,On
on,4495,177.848,177.848,6552517.248,_N_WARMUP_MPF,5000,100,100,23.94587601,-414.9999977,-129.999947,50.26494109,-23.99350588,-14.55384965,3,No Active Alarm,On
on,4495,180.204,180.204,6552519.612,_N_WARMUP_MPF,5000,100,100,220.2780429,-414.9998156,-130.0000645,101.322647,-14.55384965,-4.970918631,3,No Active Alarm,On
on,4495,182.596,182.596,6552522,_N_WARMUP_MPF,5000,100,100,419.611473,-414.9999881,-130.0000649,153.0721218,-4.970918631,4.642451836,3,No Active Alarm,On
on,4495,184.984,184.984,6552524.382,_N_WARMUP_MPF,5000,100,100,525.0000995,-331.9203105,-116.2355508,144.2997746,4.642451836,15.33017114,3,No Active Alarm,On
on,4495,187.364,187.364,6552526.764,_N_WARMUP_MPF,5000,100,100,525.0000716,-136.8722893,-84.17210027,61.33216872,15.33017114,12.26478306,3,No Active Alarm,On
on,4495,189.744,189.744,6552529.134,_N_WARMUP_MPF,5000,100,100,489.0983232,-141.3026591,-50.85183999,15.39407517,12.26478306,-0.0000322,3,No Active Alarm,On
on,4495,192.104,192.104,6552531.486,_N_WARMUP_MPF,5000,100,100,412.120789,-277.8604183,-24.01810275,3.24E-05,-3.22E-05,-14.05702281,3,No Active Alarm,On
on,4495,205.848,205.848,6552545.22,_N_WARMUP_MPF,5000,100,100,230.6140687,-414.9998353,-129.99993,104.0050886,-14.05702281,-4.073235676,3,No Active Alarm,On
on,4495,208.336,208.336,6552547.704,_N_WARMUP_MPF,5000,100,100,438.2791677,-415.0000186,-130.0000194,157.9190883,-4.073235676,6.029828334,3,No Active Alarm,On
on,4495,210.816,210.816,6552550.176,_N_WARMUP_MPF,5000,100,100,524.9999327,-306.9233671,-112.1244699,133.6848352,6.029828334,16.84378397,3,No Active Alarm,On
on,4495,213.224,213.224,6552552.588,_N_WARMUP_MPF,5000,100,100,524.9999332,-108.9129316,-79.6309802,49.59947412,16.84378397,10.08398239,3,No Active Alarm,On
on,4495,215.612,215.612,6552554.964,_N_WARMUP_MPF,5000,100,100,478.621689,-167.4705164,-45.39961674,12.668486,10.08398239,-0.0000322,3,No Active Alarm,On
on,4495,217.964,217.964,6552557.31,_N_WARMUP_MPF,5000,100,100,389.9193826,-263.2326465,-28.7197982,3.24E-05,-3.22E-05,-2.86E-10,3,No Active Alarm,On
on,4495,220.368,220.368,6552559.716,_N_WARMUP_MPF,5000,100,100,225.1849315,-154.5209176,-63.66308613,-2.10E-05,-2.86E-10,0.0000215,3,No Active Alarm,On
on,4495,222.74,222.74,6552562.086,_N_WARMUP_MPF,5000,100,100,62.64336359,-47.61614075,-98.02534101,-2.10E-05,2.15E-05,-8.24976926,3,No Active Alarm,On
on,4495,225.268,225.268,6552564.606,_N_WARMUP_MPF,3000,100,100,4.999960141,-141.6488863,-116.5343109,14.77554056,-8.24976926,-20.39522038,3,No Active Alarm,On
on,4495,227.632,227.632,6552566.976,_N_WARMUP_MPF,3000,100,100,4.999982395,-339.0742206,-126.2667404,36.67449559,-20.39522038,-19.50616402,3,No Active Alarm,On
on,4495,230.02,230.02,6552569.352,_N_WARMUP_MPF,3000,100,100,116.9461583,-415.0001634,-129.9998983,74.49534893,-19.50616402,-9.906517246,3,No Active Alarm,On
on,4495,232.412,232.412,6552571.74,_N_WARMUP_MPF,3000,100,100,316.6120342,-415.0000303,-129.9999447,126.3318295,-9.906517246,-0.419138513,3,No Active Alarm,On
on,4495,234.78,234.78,6552574.11,_N_WARMUP_MPF,3000,100,100,514.2800891,-415.0001634,-130.0000117,177.6495515,-0.419138513,9.652647829,3,No Active Alarm,On
on,4495,237.148,237.148,6552576.48,_N_WARMUP_MPF,3000,100,100,524.9999202,-240.4802305,-101.2040942,105.4702516,9.652647829,19.99927383,3,No Active Alarm,On
on,4495,239.484,239.484,6552578.814,_N_WARMUP_MPF,3000,100,100,524.9997994,-50.13916047,-70.01563115,25.01627466,19.99927383,5.392842652,3,No Active Alarm,On
on,4495,241.876,241.876,6552581.196,_N_WARMUP_MPF,3000,100,100,456.4594739,-223.7632957,-33.67244641,6.804691545,5.392842652,7.15E-11,3,No Active Alarm,On
on,4495,244.236,244.236,6552583.548,_N_WARMUP_MPF,3000,100,100,337.839387,-229.1024226,-39.68997204,-2.10E-05,7.15E-11,-0.0000107,3,No Active Alarm,On
on,4495,246.616,246.616,6552585.924,_N_WARMUP_MPF,3000,100,100,175.298732,-121.8349692,-74.11031226,-2.10E-05,-1.07E-05,0.0000322,3,No Active Alarm,On
on,4495,248.98,248.98,6552588.288,_N_WARMUP_MPF,3000,100,100,13.57794598,-15.28999879,-108.3578605,3.24E-05,3.22E-05,-11.10599517,3,No Active Alarm,On
on,4495,251.348,251.348,6552590.652,_N_WARMUP_MPF,3000,100,100,5.000056176,-188.2593802,-118.8359485,19.91715943,-11.10599517,-23.41631851,3,No Active Alarm,Off
on,4495,253.736,253.736,6552593.04,_N_WARMUP_MPF,3000,100,100,4.999953698,-387.6822537,-128.6837262,42.11235469,-23.41631851,-17.03832716,3,No Active Alarm,Off
on,4495,256.144,256.144,6552595.44,_N_WARMUP_MPF,3000,100,100,168.6144231,-415.0000023,-129.9999845,87.82209282,-17.03832716,-7.422769309,3,No Active Alarm,Off
on,4495,258.548,258.548,6552597.846,_N_WARMUP_MPF,3000,100,100,368.2799579,-414.9999575,-130.000096,139.7451526,-7.422769309,1.722987336,3,No Active Alarm,Off
on,4495,260.904,260.904,6552600.192,_N_WARMUP_MPF,3000,100,100,525.0001857,-385.2049545,-125.0481103,166.9286552,1.722987336,12.33797538,3,No Active Alarm,Off
on,4495,263.264,263.264,6552602.556,_N_WARMUP_MPF,3000,100,100,524.9999981,-191.472251,-93.20180996,84.51824796,12.33797538,15.73797722,3,No Active Alarm,Off
on,4495,265.764,265.764,6552605.052,_N_WARMUP_MPF,3000,100,100,505.4796158,-99.61664903,-59.53629303,19.73593909,15.73797722,0.025931822,3,No Active Alarm,Off
on,4495,268.248,268.248,6552607.53,_N_WARMUP_MPF,3000,100,100,430.6417194,-288.8244799,-20.16700061,0.067229194,0.025931822,0.0000215,3,No Active Alarm,Off
on,4495,270.64,270.64,6552609.912,_N_WARMUP_MPF,3000,100,100,277.8123231,-189.3737768,-52.40223672,-2.10E-05,2.15E-05,0.0000322,3,No Active Alarm,Off
on,4495,273.008,273.008,6552612.282,_N_WARMUP_MPF,3000,100,100,115.2701989,-82.28845532,-86.82300089,-2.10E-05,3.22E-05,-3.56379107,3,No Active Alarm,Off
on,4495,275.388,275.388,6552614.652,_N_WARMUP_MPF,3000,100,50,4.999845499,-66.07238372,-112.8017922,6.341086261,-3.56379107,-15.75075261,3,No Active Alarm,Off
on,4495,277.764,277.764,6552617.028,_N_WARMUP_MPF,3000,100,50,4.999799229,-263.8328954,-122.5511236,28.31460468,-15.75075261,-22.98301845,3,No Active Alarm,Off
on,4495,280.184,280.184,6552619.44,_N_WARMUP_MPF,3000,100,50,44.61156257,-415.0000883,-129.9999613,55.7165404,-22.98301845,-13.54417761,3,No Active Alarm,Off
on,4495,282.54,282.54,6552621.798,_N_WARMUP_MPF,3000,100,50,241.2806006,-414.9997398,-129.9999382,106.7748442,-13.54417761,-4.008647224,3,No Active Alarm,Off
on,4495,284.916,284.916,6552624.18,_N_WARMUP_MPF,3000,100,50,439.613733,-415.0000183,-129.9999973,158.2654869,-4.008647224,5.633523946,3,No Active Alarm,Off
on,4495,287.284,287.284,6552626.538,_N_WARMUP_MPF,3000,100,50,525.0000672,-313.8300104,-113.2624758,136.618471,5.633523946,16.21327826,3,No Active Alarm,Off
on,4495,289.644,289.644,6552628.896,_N_WARMUP_MPF,3000,100,50,525.0000274,-120.7530885,-81.52305325,54.62783879,16.21327826,11.12405342,3,No Active Alarm,Off
on,4495,292.004,292.004,6552631.248,_N_WARMUP_MPF,3000,100,50,483.680093,-154.6907572,-48.06175747,13.96778864,11.12405342,0.0000107,3,No Active Alarm,Off
on,4495,294.388,294.388,6552633.624,_N_WARMUP_MPF,3000,100,50,398.6901513,-269.1934906,-26.8043442,3.24E-05,1.07E-05,-0.0000215,3,No Active Alarm,Off
on,4495,296.764,296.764,6552636,_N_WARMUP_MPF,3000,100,50,236.4231147,-162.1062044,-61.22438524,-2.10E-05,-2.15E-05,-1.43E-10,3,No Active Alarm,Off
on,4495,299.136,299.136,6552638.376,_N_WARMUP_MPF,3000,100,50,73.06169176,-54.4776949,-95.76145815,-2.10E-05,-1.43E-10,-6.605563945,3,No Active Alarm,Off
on,4495,301.508,301.508,6552640.74,_N_WARMUP_MPF,3000,100,50,5.000074166,-115.3471545,-115.235318,11.81599121,-6.605563945,-18.75107944,3,No Active Alarm,Off
on,4495,303.868,303.868,6552643.098,_N_WARMUP_MPF,3000,100,50,4.999845097,-311.7728358,-124.9350872,33.67858791,-18.75107944,-20.88381858,3,No Active Alarm,Off
on,4495,306.228,306.228,6552645.45,_N_WARMUP_MPF,3000,100,50,88.61418144,-414.9999525,-130.0000337,67.05371902,-20.88381858,-11.49304357,3,No Active Alarm,Off
on,4495,308.576,308.576,6552647.796,_N_WARMUP_MPF,3000,100,50,283.9466828,-415.0001011,-129.9999069,117.7648856,-11.49304357,-1.925508636,3,No Active Alarm,Off
on,4495,310.952,310.952,6552650.178,_N_WARMUP_MPF,3000,100,50,482.9483159,-415.0000283,-130.0000593,169.5151888,-1.925508636,7.994248397,3,No Active Alarm,Off
on,4495,313.332,313.332,6552652.554,_N_WARMUP_MPF,3000,100,50,525.0001439,-270.7412525,-106.1785367,118.1804952,7.994248397,18.59255299,3,No Active Alarm,Off
on,4495,315.684,315.684,6552654.9,_N_WARMUP_MPF,3000,100,50,524.9999508,-77.337007,-74.38478167,36.1894972,18.59255299,7.827510735,3,No Active Alarm,Off
on,4495,318.036,318.036,6552657.252,_N_WARMUP_MPF,3000,100,50,468.0224161,-194.247779,-39.75740994,9.84711722,7.827510735,0.0000107,3,No Active Alarm,Off
on,4495,320.42,320.42,6552659.622,_N_WARMUP_MPF,3000,100,50,364.7029967,-246.6187956,-34.00237853,-2.10E-05,1.07E-05,0.0000215,3,No Active Alarm,Off
on,4495,322.78,322.78,6552661.986,_N_WARMUP_MPF,3000,100,50,202.7102651,-140.074336,-68.3067588,-2.10E-05,2.15E-05,0.0000107,3,No Active Alarm,Off
on,4495,325.152,325.152,6552664.356,_N_WARMUP_MPF,3000,100,50,39.893022,-32.62666489,-102.7848438,-2.10E-05,1.07E-05,-9.071576875,3,No Active Alarm,Off
on,4495,327.512,327.512,6552666.708,_N_WARMUP_MPF,3000,100,50,4.999933623,-155.2983888,-117.2079159,16.25537668,-9.071576875,-21.17637589,3,No Active Alarm,Off
on,4495,329.868,329.868,6552669.06,_N_WARMUP_MPF,3000,100,50,4.999879408,-351.0594887,-126.8753451,38.08069226,-21.17637589,-18.89655415,3,No Active Alarm,Off
on,4495,332.244,332.244,6552671.436,_N_WARMUP_MPF,3000,100,50,129.9474002,-414.999806,-129.9999362,77.78394881,-18.89655415,-9.425901897,3,No Active Alarm,Off
on,4495,334.616,334.616,6552673.8,_N_WARMUP_MPF,3000,100,50,326.9455823,-415.0000668,-129.9999467,128.9281416,-9.425901897,-0.00277883,3,No Active Alarm,On
on,4495,336.992,336.992,6552676.182,_N_WARMUP_MPF,3000,100,50,524.4675426,-414.9998476,-130.0000519,179.9766798,-0.00277883,10.30140341,3,No Active Alarm,On
on,4495,339.376,339.376,6552678.558,_N_WARMUP_MPF,3000,100,50,525.0000159,-228.6405621,-99.31185915,100.4418295,10.30140341,19.59333505,3,No Active Alarm,On
on,4495,341.72,341.72,6552680.892,_N_WARMUP_MPF,3000,100,50,523.7812911,-53.37642724,-69.17112838,24.55383851,19.59333505,4.505476163,3,No Active Alarm,On
on,4495,344.08,344.08,6552683.256,_N_WARMUP_MPF,3000,100,50,452.3659392,-234.1075536,-31.51815489,5.72708578,4.505476163,0.0000429,3,No Active Alarm,On
on,4495,346.468,346.468,6552685.632,_N_WARMUP_MPF,3000,100,50,328.7954794,-222.9621204,-41.66365841,-2.10E-05,4.29E-05,1.43E-10,3,No Active Alarm,On
on,4495,348.828,348.828,6552687.996,_N_WARMUP_MPF,3000,100,50,167.0754046,-116.4185581,-75.85184636,-2.10E-05,1.43E-10,0.0000858,3,No Active Alarm,On
on,4495,351.164,351.164,6552690.33,_N_WARMUP_MPF,3000,100,50,6.755080455,-10.83950601,-109.7759897,-2.10E-05,8.58E-05,-11.59953893,3,No Active Alarm,On
on,4495,353.532,353.532,6552692.688,_N_WARMUP_MPF,3000,100,40,5.000034067,-196.2481771,-119.2305234,20.80581945,-11.59953893,-23.64256049,3,No Active Alarm,On
on,4495,355.872,355.872,6552695.028,_N_WARMUP_MPF,3000,100,40,4.999960829,-391.6762001,-128.8649964,42.51996879,-23.64256049,-17.00596856,3,No Active Alarm,On
on,4495,358.236,358.236,6552697.404,_N_WARMUP_MPF,3000,100,40,168.9469397,-415.0001178,-129.9999355,87.99526081,-17.00596856,-7.518772215,3,No Active Alarm,On
on,4495,360.616,360.616,6552699.768,_N_WARMUP_MPF,3000,100,40,366.6122645,-414.9999867,-130.000094,139.2261183,-7.518772215,1.687034766,3,No Active Alarm,On
on,4495,363,363,6552702.144,_N_WARMUP_MPF,3000,100,40,525.0001836,-385.5347738,-125.1016997,167.0677975,1.687034766,12.21221113,3,No Active Alarm,On
on,4495,365.328,365.328,6552704.478,_N_WARMUP_MPF,3000,100,40,525.0000173,-193.7759747,-93.52608658,85.63576019,12.21221113,16.93032363,3,No Active Alarm,On
on,4495,367.664,367.664,6552706.8,_N_WARMUP_MPF,3000,100,40,511.26302,-85.31666338,-62.5798906,21.19444443,16.93032363,2.045927745,3,No Active Alarm,On
on,4495,370.012,370.012,6552709.152,_N_WARMUP_MPF,3000,100,40,440.561836,-263.9283011,-25.30479611,2.621036246,2.045927745,0.0000429,3,No Active Alarm,On
on,4495,372.392,372.392,6552711.522,_N_WARMUP_MPF,3000,100,40,301.3839025,-205.084928,-47.4095792,3.24E-05,4.29E-05,-0.0000107,3,No Active Alarm,On
on,4495,374.728,374.728,6552713.856,_N_WARMUP_MPF,3000,100,40,140.487956,-98.90151529,-81.48243218,-2.10E-05,-1.07E-05,-1.775688689,3,No Active Alarm,On
on,4495,377.136,377.136,6552716.256,_N_WARMUP_MPF,3000,100,40,5.000156565,-37.1094495,-111.3552648,3.122881666,-1.775688689,-13.94246902,3,No Active Alarm,On
on,4495,379.516,379.516,6552718.638,_N_WARMUP_MPF,3000,100,40,5.000041224,-234.2020172,-121.1046353,25.02198142,-13.94246902,-24.39419034,3,No Active Alarm,On
on,4495,381.9,381.9,6552721.014,_N_WARMUP_MPF,3000,100,40,14.28032926,-415.0002902,-130.0000968,48.10087662,-24.39419034,-15.00281451,3,No Active Alarm,On
on,4495,384.276,384.276,6552723.396,_N_WARMUP_MPF,3000,100,40,210.9464947,-414.9998295,-129.9999371,98.89966062,-15.00281451,-5.067050281,3,No Active Alarm,On
on,4495,386.76,386.76,6552725.88,_N_WARMUP_MPF,3000,100,40,417.6150651,-414.9999951,-130.0001163,152.5531372,-5.067050281,4.768087344,3,No Active Alarm,On
on,4495,389.204,389.204,6552728.316,_N_WARMUP_MPF,3000,100,40,525.0001634,-329.6179323,-115.8564804,143.3227718,4.768087344,15.42010085,3,No Active Alarm,On
on,4495,391.564,391.564,6552730.68,_N_WARMUP_MPF,3000,100,40,525.0000001,-135.2277436,-83.90271684,60.77356515,15.42010085,12.06135225,3,No Active Alarm,On
on,4495,393.968,393.968,6552733.068,_N_WARMUP_MPF,3000,100,40,488.0169851,-144.0422063,-50.34439969,15.10891253,12.06135225,0.0000107,3,No Active Alarm,On
on,4495,396.328,396.328,6552735.426,_N_WARMUP_MPF,3000,100,40,410.2039653,-276.5956327,-24.36611594,-2.10E-05,1.07E-05,0.0000107,3,No Active Alarm,On
on,4495,398.696,398.696,6552737.796,_N_WARMUP_MPF,3000,100,40,248.2123294,-169.8716985,-58.6712454,3.24E-05,1.07E-05,1.43E-10,3,No Active Alarm,On
on,4495,401.108,401.108,6552740.208,_N_WARMUP_MPF,3000,100,100,82.65188286,-60.97846016,-93.73047757,-2.10E-05,1.43E-10,-6.071346613,3,No Active Alarm,On
on,4495,403.512,403.512,6552742.596,_N_WARMUP_MPF,3000,100,100,5.000065612,-107.0245191,-114.8079616,10.89160536,-6.071346613,-18.25839399,3,No Active Alarm,On
on,4495,405.88,405.88,6552744.966,_N_WARMUP_MPF,3000,100,100,5.000023336,-303.7841778,-124.5410003,32.79050861,-18.25839399,-21.20457214,3,No Active Alarm,On
on,4495,408.256,408.256,6552747.336,_N_WARMUP_MPF,3000,100,100,81.61263949,-415.0000388,-130.0000267,65.32313594,-21.20457214,-11.57348946,3,No Active Alarm,On
on,4495,410.66,410.66,6552749.736,_N_WARMUP_MPF,3000,100,100,281.6125207,-414.9999787,-129.9998954,117.2450651,-11.57348946,-2.03762647,3,No Active Alarm,On
on,4495,413.032,413.032,6552752.112,_N_WARMUP_MPF,3000,100,100,479.6147226,-414.9997845,-130.0000441,168.7360661,-2.03762647,7.903868082,3,No Active Alarm,On
on,4495,415.428,415.428,6552754.5,_N_WARMUP_MPF,3000,100,100,525.0001314,-272.7154872,-106.4478099,119.0188104,7.903868082,18.53832909,3,No Active Alarm,On
on,4495,417.792,417.792,6552756.864,_N_WARMUP_MPF,3000,100,100,524.9998564,-77.99426598,-74.54814988,36.46932858,18.53832909,7.827510735,3,No Active Alarm,On
on,4495,420.168,420.168,6552759.234,_N_WARMUP_MPF,3000,100,100,467.9016974,-194.5513328,-39.75719835,9.847170551,7.827510735,-0.0000107,3,No Active Alarm,On
on,4495,422.536,422.536,6552761.592,_N_WARMUP_MPF,3000,100,100,363.3310277,-245.7165418,-34.29215821,-2.10E-05,-1.07E-05,-0.0000107,3,No Active Alarm,On
on,4495,424.892,424.892,6552763.95,_N_WARMUP_MPF,3000,100,100,201.8867826,-139.1712423,-68.53830652,3.24E-05,-1.07E-05,1.43E-10,3,No Active Alarm,On
on,4495,427.268,427.268,6552766.332,_N_WARMUP_MPF,3000,100,100,39.34614188,-32.2657542,-102.9008331,-2.10E-05,1.43E-10,-9.051030877,3,No Active Alarm,On
on,4495,429.616,429.616,6552768.666,_N_WARMUP_MPF,600,100,100,4.999932961,-154.9649654,-117.1914865,16.21809808,-9.051030877,-21.38175001,3,No Active Alarm,On
on,4495,432.012,432.012,6552771.066,_N_WARMUP_MPF,600,100,100,4.999936533,-354.7218671,-127.055754,38.45038753,-21.38175001,-18.72106024,3,No Active Alarm,On
on,4495,434.408,434.408,6552773.448,_N_WARMUP_MPF,600,100,100,133.6137816,-415.0000401,-129.9999744,78.8227968,-18.72106024,-9.21714815,3,No Active Alarm,On
on,4495,436.776,436.776,6552775.818,_N_WARMUP_MPF,600,100,100,331.2795563,-414.9999558,-130.0000772,130.0526253,-9.21714815,0.07339638,3,No Active Alarm,On
on,4495,439.208,439.208,6552778.248,_N_WARMUP_MPF,600,100,100,525.0002509,-414.3792673,-129.8733776,179.524267,0.07339638,10.7878199,3,No Active Alarm,On
on,4495,441.588,441.588,6552780.624,_N_WARMUP_MPF,600,100,100,524.9999964,-219.7576392,-97.79678574,96.67042268,10.7878199,18.70522827,3,No Active Alarm,On
on,4495,443.968,443.968,6552783,_N_WARMUP_MPF,600,100,100,519.5725954,-64.01625651,-66.9541994,23.44460009,18.70522827,2.705133281,3,No Active Alarm,On
on,4495,446.476,446.476,6552785.508,_N_WARMUP_MPF,600,100,100,443.9338912,-256.0168643,-26.95394426,3.444786541,2.705133281,2.15E-10,3,No Active Alarm,On
on,4495,448.852,448.852,6552787.872,_N_WARMUP_MPF,600,100,100,309.8832032,-210.5019512,-45.61108129,-2.10E-05,2.15E-10,-0.0000107,3,No Active Alarm,On
on,4495,451.264,451.264,6552790.29,_N_WARMUP_MPF,600,100,100,144.6006383,-101.6094027,-80.61173032,-2.10E-05,-1.07E-05,-6.482781501,3,No Active Alarm,On
on,4495,454.636,454.636,6552793.65,_N_WARMUP_MPF,600,100,100,4.999991201,-113.3498885,-115.1203765,11.59402768,-6.482781501,-18.68948437,3,No Active Alarm,On
on,4495,457.016,457.016,6552796.032,_N_WARMUP_MPF,600,100,100,4.999997753,-311.107996,-124.902524,33.56765799,-18.68948437,-20.86804698,3,No Active Alarm,On
on,4495,459.392,459.392,6552798.396,_N_WARMUP_MPF,600,100,100,88.61405145,-415.0000544,-130.0000469,67.14017084,-20.86804698,-11.4132307,3,No Active Alarm,On
on,4495,461.748,461.748,6552800.76,_N_WARMUP_MPF,600,100,100,285.6109626,-415.0000933,-129.9997329,118.2843861,-11.4132307,-1.989421167,3,No Active Alarm,On
on,4495,464.104,464.104,6552803.112,_N_WARMUP_MPF,600,100,100,481.2801692,-414.9998197,-130.000008,169.1690128,-1.989421167,7.921989206,3,No Active Alarm,On
on,4495,466.484,466.484,6552805.488,_N_WARMUP_MPF,600,100,100,525.0000014,-272.0576137,-106.3940097,118.8787623,7.921989206,18.57434604,3,No Active Alarm,Off
on,4495,468.84,468.84,6552807.846,_N_WARMUP_MPF,600,100,100,524.9999786,-77.6655433,-74.49332611,36.32997287,18.57434604,7.827414175,3,No Active Alarm,Off
on,4495,471.216,471.216,6552810.21,_N_WARMUP_MPF,600,100,100,467.9013274,-194.5512666,-39.75725811,9.847223883,7.827414175,7.15E-11,3,No Active Alarm,Off
on,4495,473.592,473.592,6552812.58,_N_WARMUP_MPF,600,100,100,363.056902,-245.5354571,-34.35019239,-2.10E-05,7.15E-11,0.0000107,3,No Active Alarm,Off
on,4495,475.968,475.968,6552814.956,_N_WARMUP_MPF,600,100,100,201.0629403,-138.9911236,-68.65516994,3.24E-05,1.07E-05,4.29E-10,3,No Active Alarm,Off
on,4495,478.356,478.356,6552817.344,_N_WARMUP_MPF,600,100,100,37.15264138,-30.82116121,-103.4233021,-2.10E-05,4.29E-10,-9.585570076,3,No Active Alarm,Off
on,4495,480.768,480.768,6552819.744,_N_WARMUP_MPF,600,100,100,4.99999151,-163.6219817,-117.6192578,17.17950204,-9.585570076,-21.85458685,3,No Active Alarm,Off
on,4495,483.152,483.152,6552822.132,_N_WARMUP_MPF,600,100,100,4.999973781,-361.7145249,-127.4015258,39.30193462,-21.85458685,-18.46415483,3,No Active Alarm,Off
