time,position,t,p,v
2024-12-21 00:39:19.896744,0,37,1081,2.68
2024-12-21 00:39:22.016887,3,41,1061,2.74
2024-12-21 00:39:30.066588,3,42,1057,2.74
2024-12-21 00:39:37.941026,1,42,1080,2.72
2024-12-21 00:39:44.252013,0,37,1081,2.68
2024-12-21 00:39:44.361549,2,45,980,2.76
2024-12-21 00:39:46.081414,3,42,1057,2.74
2024-12-21 00:39:54.363082,0,37,1081,2.68
2024-12-21 00:39:55.981806,3,42,1057,2.74
2024-12-21 00:39:57.742482,1,42,1080,2.72
2024-12-21 00:40:06.082071,0,37,1081,2.68
2024-12-21 00:40:14.172565,0,37,1081,2.68
2024-12-21 00:40:24.087972,0,37,1081,2.68
2024-12-21 00:40:28.032742,1,42,1084,2.72
2024-12-21 00:40:36.192515,3,41,1057,2.74
2024-12-21 00:40:57.743537,1,42,1084,2.72
2024-12-21 00:41:05.892742,3,41,1057,2.74
2024-12-21 00:41:07.647927,1,42,1084,2.72
2024-12-21 00:41:24.083026,0,37,1083,2.68
2024-12-21 00:41:28.027752,1,43,1085,2.72
2024-12-21 00:41:33.98782,0,37,1083,2.68
2024-12-21 00:41:36.184065,3,42,1055,2.74
2024-12-21 00:41:37.92337,1,43,1085,2.72
2024-12-21 00:41:43.895469,0,37,1083,2.68
2024-12-21 00:41:46.083477,3,42,1055,2.74
2024-12-21 00:41:54.363665,0,37,1083,2.68
2024-12-21 00:41:55.98333,3,42,1055,2.74
2024-12-21 00:55:36.140798,0,38,1084,2.68
2024-12-21 00:55:36.18611,3,42,1056,2.74
2024-12-21 00:55:36.401219,2,46,978,2.76
2024-12-21 00:55:43.901402,0,38,1084,2.68
2024-12-21 00:55:44.381784,2,46,978,2.76
2024-12-21 00:55:47.850588,1,44,1082,2.74
2024-12-21 00:55:57.760576,1,44,1082,2.74
2024-12-21 00:56:07.663969,1,44,1082,2.74
2024-12-21 00:56:14.189058,0,38,1083,2.68
2024-12-21 00:56:24.064711,2,46,978,2.76
2024-12-21 00:56:24.099603,0,38,1083,2.68
2024-12-21 00:56:26.288624,3,42,1057,2.74
2024-12-21 00:56:54.369529,0,38,1081,2.68
2024-12-21 00:56:57.749107,1,44,1084,2.74
2024-12-21 00:57:07.659234,1,44,1084,2.74
2024-12-21 00:57:36.190842,3,42,1056,2.74
2024-12-21 00:57:37.956521,1,44,1083,2.74
2024-12-21 00:56:28.039477,1,44,1084,2.74
2024-12-21 00:57:05.91776,3,42,1057,2.74
2024-12-21 00:57:24.586997,2,46,978,2.76
2024-12-21 01:35:11.086501,0,37,1080,2.68
2024-12-21 01:35:11.406624,3,42,1054,2.74
2024-12-21 01:35:24.109985,0,37,1080,2.68
2024-12-21 01:35:26.304937,3,42,1054,2.74
2024-12-21 01:35:36.199496,3,42,1054,2.74
2024-12-21 01:35:37.989893,1,41,1074,2.72
2024-12-21 01:35:54.319566,2,45,968,2.76
2024-12-21 01:35:57.789639,1,41,1074,2.72
2024-12-21 01:36:04.31566,0,37,1081,2.68
2024-12-21 01:36:08.303729,1,41,1074,2.72
2024-12-21 01:36:15.838378,3,42,1054,2.74
2024-12-21 01:36:24.028596,2,45,968,2.76
2024-12-21 01:36:24.038242,2,45,968,2.76
2024-12-21 01:36:28.068942,1,41,1074,2.72
2024-12-21 01:36:34.50494,2,45,971,2.76
2024-12-21 01:36:44.419402,2,45,971,2.76
2024-12-21 01:36:44.489207,0,37,1080,2.68
2024-12-21 01:36:46.11417,3,42,1053,2.74
2024-12-21 02:53:15.770813,0,35,1074,2.66
2024-12-21 02:53:15.819427,1,38,1061,2.7
2024-12-21 02:53:16.436175,3,39,1046,2.72
2024-12-21 02:53:26.350776,3,39,1046,2.72
2024-12-21 03:42:27.076399,3,38,1041,2.72
2024-12-21 03:42:27.12388,0,33,1070,2.64
2024-12-21 03:42:27.125843,3,38,1041,2.72
2024-12-21 03:42:28.166327,1,36,1053,2.66
2024-12-21 03:42:36.276351,3,38,1041,2.72
2024-12-21 03:42:43.978731,0,33,1070,2.64
2024-12-21 03:43:04.351227,0,33,1070,2.64
2024-12-21 03:43:07.765002,1,36,1053,2.66
2024-12-21 03:43:08.34184,1,36,1054,2.66
2024-12-21 03:43:24.679206,2,37,952,2.68
2024-12-21 03:43:34.078727,0,33,1070,2.64
2024-12-21 03:43:38.061374,1,36,1054,2.66
2024-12-21 03:43:46.166209,3,38,1039,2.72
2024-12-21 03:43:47.956367,1,36,1054,2.66
2024-12-21 03:43:54.423528,2,37,952,2.68
2024-12-21 03:43:54.438556,0,33,1068,2.64
2024-12-21 04:11:15.23564,0,34,1070,2.64
2024-12-21 04:11:15.805459,2,37,951,2.68
2024-12-21 04:11:24.136187,2,37,951,2.68
2024-12-21 04:11:24.175124,0,34,1070,2.64
2024-12-21 04:11:34.076679,0,34,1070,2.64
2024-12-21 04:11:34.586217,2,37,951,2.68
2024-12-21 04:11:36.286412,3,37,1040,2.7
2024-12-21 04:11:38.055811,1,35,1056,2.66
2024-12-21 04:11:46.190817,3,37,1040,2.7
2024-12-21 04:11:47.961271,1,35,1056,2.66
2024-12-21 04:11:54.455714,0,34,1070,2.64
2024-12-21 04:12:04.365708,0,34,1070,2.64
2024-12-21 04:12:08.350781,1,35,1057,2.66
2024-12-21 04:12:14.275972,0,34,1070,2.64
2024-12-21 04:12:15.89086,3,37,1040,2.7
2024-12-21 04:12:24.147706,2,37,951,2.68
2024-12-21 04:12:26.361586,3,37,1039,2.7
2024-12-21 04:40:24.179195,2,39,956,2.7
2024-12-21 04:40:24.21686,0,34,1072,2.64
2024-12-21 04:40:34.599507,2,39,957,2.7
2024-12-21 04:40:54.409516,2,39,957,2.7
2024-12-21 04:40:54.484729,0,34,1070,2.64
2024-12-21 04:40:57.900131,1,36,1061,2.66
2024-12-21 04:41:05.999449,3,37,1041,2.7
2024-12-21 04:41:14.300052,0,34,1070,2.64
2024-12-21 04:41:24.110396,2,39,957,2.7
2024-12-21 04:41:24.190363,0,34,1070,2.64
2024-12-21 04:41:26.379926,3,37,1041,2.7
2024-12-21 04:41:28.984922,2,39,957,2.7
2024-12-21 04:41:36.275435,3,37,1041,2.7
2024-12-21 05:08:08.84466,0,35,1074,2.66
2024-12-21 05:08:08.890363,0,35,1073,2.64
2024-12-21 05:08:08.892679,3,38,1044,2.7
2024-12-21 05:08:08.894766,1,39,1067,2.68
2024-12-21 05:08:09.03325,2,41,963,2.7
2024-12-21 05:08:15.9184,3,38,1044,2.7
2024-12-21 05:08:18.272725,1,38,1067,2.68
2024-12-21 05:08:34.083397,0,35,1074,2.66
2024-12-21 05:08:36.296273,3,38,1044,2.7
2024-12-21 05:08:44.003961,0,35,1074,2.66
2024-12-21 05:08:44.513991,2,41,961,2.7
2024-12-21 05:08:46.183609,3,38,1044,2.7
2024-12-21 05:08:47.979617,1,38,1067,2.68
2024-12-21 05:08:54.408789,2,41,961,2.7
2024-12-21 05:09:16.479518,3,38,1042,2.7
2024-12-21 05:09:24.195213,0,35,1076,2.66
2024-12-21 05:09:26.713412,3,38,1042,2.7
2024-12-21 05:09:43.999135,0,35,1076,2.66
2024-12-21 05:09:54.48509,0,35,1073,2.66
2024-12-21 05:09:56.114136,3,38,1042,2.7
2024-12-21 05:27:04.673333,2,43,972,2.72
2024-12-21 05:27:05.718454,0,35,1078,2.66
2024-12-21 05:27:06.008187,3,39,1046,2.7
2024-12-21 05:27:08.372866,1,40,1080,2.7
2024-12-21 05:27:14.219133,2,43,972,2.72
2024-12-21 05:27:18.28975,1,40,1080,2.7
2024-12-21 05:27:34.108695,0,35,1078,2.66
2024-12-21 05:27:36.298186,3,39,1049,2.7
2024-12-21 05:27:44.526916,2,43,975,2.72
2024-12-21 05:27:48.019332,1,40,1080,2.7
2024-12-21 05:27:54.420224,2,43,975,2.72
2024-12-21 05:28:04.389843,0,36,1077,2.66
2024-12-21 05:28:06.019078,3,39,1049,2.7
2024-12-21 05:28:14.293669,0,36,1077,2.66
2024-12-21 05:28:16.483706,3,39,1045,2.7
2024-12-21 05:28:24.715167,2,43,978,2.72
2024-12-21 05:28:26.389237,3,39,1045,2.7
2024-12-21 05:28:28.180968,1,40,1077,2.7
2024-12-21 05:28:34.08569,0,36,1077,2.66
2024-12-21 05:28:38.090811,1,40,1077,2.7
2024-12-21 05:28:44.565634,0,36,1076,2.66
2024-12-21 05:28:46.215746,3,39,1045,2.7
2024-12-21 05:28:54.475263,0,36,1076,2.66
2024-12-21 05:28:56.095333,3,39,1045,2.7
2024-12-21 05:28:57.89542,1,40,1077,2.7
2024-12-21 05:29:07.804503,1,40,1077,2.7
2024-12-21 05:29:14.22066,2,43,978,2.72
2024-12-21 05:29:24.190192,0,36,1076,2.66
2024-12-21 05:41:58.134374,3,39,1047,2.7
2024-12-21 05:41:58.181033,1,42,1082,2.7
2024-12-21 05:42:06.86078,0,36,1078,2.66
2024-12-21 05:42:07.497374,2,45,979,2.74
2024-12-21 05:42:14.287647,0,36,1079,2.66
2024-12-21 05:42:24.138044,2,45,979,2.74
2024-12-21 05:42:26.378679,3,39,1048,2.72
2024-12-21 05:42:28.178519,1,42,1082,2.7
2024-12-21 05:42:44.006875,0,36,1079,2.66
2024-12-21 05:42:46.201254,3,39,1048,2.72
2024-12-21 05:42:54.42738,2,45,978,2.74
2024-12-21 05:42:54.480593,0,36,1079,2.66
2024-12-21 05:43:04.330537,2,45,978,2.74
2024-12-21 05:43:18.287688,1,42,1084,2.7
2024-12-21 05:43:24.192909,0,36,1079,2.66
2024-12-21 05:43:34.614498,2,45,981,2.74
2024-12-21 05:43:36.299811,3,39,1048,2.72
2024-12-21 06:55:21.276408,2,52,991,2.8
2024-12-21 06:55:21.676448,3,42,1059,2.74
2024-12-21 06:55:21.679057,1,47,1092,2.76
2024-12-21 06:55:24.801576,2,52,989,2.8
2024-12-21 06:55:26.436612,3,42,1058,2.74
2024-12-21 06:55:28.277672,1,47,1092,2.76
2024-12-21 06:55:36.321789,3,42,1058,2.74
2024-12-21 06:55:44.607834,2,52,989,2.8
2024-12-21 06:56:04.429535,2,52,989,2.8
2024-12-21 06:56:07.899522,1,47,1092,2.76
2024-12-21 06:56:24.250274,2,52,989,2.8
2024-12-21 06:56:24.253183,0,40,1090,2.7
2024-12-21 06:56:24.259782,2,52,989,2.8
2024-12-21 06:56:34.716645,2,52,995,2.78
2024-12-21 06:56:44.059483,0,40,1090,2.7
2024-12-21 08:35:14.411668,0,41,1092,2.72
2024-12-21 08:35:14.431896,0,41,1092,2.72
2024-12-21 08:35:24.294498,0,41,1092,2.72
2024-12-21 08:35:28.392732,1,46,1084,2.76
2024-12-21 08:35:54.587577,0,41,1093,2.72
2024-12-21 08:35:56.206468,3,42,1059,2.74
2024-12-21 08:36:08.021721,1,46,1084,2.76
2024-12-21 08:36:16.57208,3,43,1062,2.74
2024-12-21 08:36:34.237405,0,41,1093,2.72
2024-12-21 08:36:34.846511,2,50,986,2.8
2024-12-21 08:36:18.502778,1,46,1086,2.76
2024-12-21 09:08:57.249008,3,43,1060,2.76
2024-12-21 09:08:58.239237,1,46,1095,2.76
2024-12-21 09:08:58.248882,3,43,1068,2.76
2024-12-21 09:09:04.964748,2,50,993,2.8
2024-12-21 09:09:14.510012,2,50,993,2.8
2024-12-21 09:09:16.602745,3,43,1060,2.76
2024-12-21 09:09:24.318815,0,41,1092,2.72
2024-12-21 09:09:24.414215,2,50,993,2.8
2024-12-21 09:09:26.495396,3,43,1060,2.76
2024-12-21 09:09:28.412921,1,46,1093,2.76
2024-12-21 09:09:31.084087,3,43,1060,2.76
2024-12-21 09:09:34.22966,0,41,1092,2.72
2024-12-21 09:09:44.143991,0,41,1092,2.72
2024-12-21 09:09:58.132014,1,46,1093,2.76
2024-12-21 09:10:04.622436,2,50,989,2.8
2024-12-21 09:10:06.112004,3,43,1060,2.76
2024-12-21 09:10:07.099143,0,41,1095,2.72
2024-12-21 09:10:14.417172,0,41,1095,2.72
2024-12-21 09:10:14.49691,2,50,989,2.8
2024-12-21 10:02:04.186981,3,44,1060,2.76
2024-12-21 10:02:05.089146,0,42,1095,2.72
2024-12-21 10:02:05.536695,2,48,982,2.8
2024-12-21 10:02:06.168984,3,43,1060,2.76
2024-12-21 10:02:14.448799,0,42,1095,2.72
2024-12-21 10:02:14.577447,2,48,982,2.8
2024-12-21 10:02:18.57092,1,46,1087,2.76
2024-12-21 10:02:26.546814,3,44,1060,2.76
2024-12-21 10:02:34.285998,0,42,1095,2.72
2024-12-21 10:02:36.435995,3,44,1060,2.76
