time,position,rpm
2024-12-13 03:20:54.468132,2,0
2024-12-13 03:20:55.902408,3,0
2024-12-13 03:20:56.556589,0,0
2024-12-13 03:20:58.953386,2,0
2024-12-13 03:21:00.90088,3,0
2024-12-13 03:21:08.966848,2,0
2024-12-13 03:21:11.581574,0,0
2024-12-13 03:21:16.470165,3,0
2024-12-13 03:21:16.534614,0,0
2024-12-13 03:21:24.030833,2,0
2024-12-13 03:21:25.992303,3,0
2024-12-13 03:21:26.472196,0,0
2024-12-13 03:21:28.992484,2,0
2024-12-13 03:21:38.986101,2,0
2024-12-13 03:21:41.113391,3,0
2024-12-13 03:21:41.501462,0,0
2024-12-13 03:21:44.003332,2,0
2024-12-13 03:21:45.982593,3,0
2024-12-13 03:21:46.493656,0,0
2024-12-13 03:21:49.117738,2,0
2024-12-13 03:21:51.511843,0,0
2024-12-13 03:21:54.031317,2,0
2024-12-13 03:21:55.982263,3,0
2024-12-13 03:21:56.527478,0,0
2024-12-13 04:42:44.667661,3,0
2024-12-13 04:42:47.703007,2,0
2024-12-13 04:42:52.719401,2,0
2024-12-13 04:42:53.261458,0,53
2024-12-13 04:42:58.326757,2,0
2024-12-13 11:09:14.566683,0,0
2024-12-13 11:09:20.285522,0,12
2024-12-13 11:09:32.184489,3,0
2024-12-13 11:09:35.608905,2,0
2024-12-13 11:09:37.183779,3,0
2024-12-13 11:09:40.584471,2,0
2024-12-13 11:09:45.530059,2,0
2024-12-13 11:09:55.783124,2,0
2024-12-13 11:09:57.189146,3,0
2024-12-13 11:09:59.783471,0,0
2024-12-13 11:10:00.523343,2,0
2024-12-13 11:10:10.054832,0,0
2024-12-13 11:10:12.774857,3,0
2024-12-13 11:10:14.859931,0,0
2024-12-13 11:10:15.540163,2,0
2024-12-13 11:10:19.796691,0,0
2024-12-13 11:10:20.551406,2,0
2024-12-13 11:10:25.57568,2,0
2024-12-13 11:10:27.232789,3,0
2024-12-13 11:10:29.770796,0,0
2024-12-13 11:10:32.190851,3,0
2024-12-13 11:10:37.23082,3,0
2024-12-13 11:42:32.047495,2,0
2024-12-13 11:42:33.783087,3,0
2024-12-13 11:42:37.063819,2,0
2024-12-13 11:42:38.697929,3,0
2024-12-13 11:42:48.68865,3,0
2024-12-13 11:42:50.987342,0,0
2024-12-13 11:43:00.999455,0,0
2024-12-13 11:43:02.083174,2,0
2024-12-13 11:43:03.747786,3,0
2024-12-13 11:43:06.004904,0,0
2024-12-13 11:43:07.105299,2,0
2024-12-13 11:43:08.710442,3,0
2024-12-13 11:43:11.028534,0,0
2024-12-13 11:43:12.123519,2,0
2024-12-13 11:43:15.96773,0,0
2024-12-13 11:43:17.088673,2,0
2024-12-13 11:43:23.764762,3,0
2024-12-13 11:43:27.133615,2,0
2024-12-13 11:43:50.248522,3,0
