time,position,rpm
2024-12-02 00:59:57.466275,0,0
2024-12-02 01:01:46.15302,0,0
2024-12-02 01:01:52.566986,0,0
2024-12-02 01:01:57.566334,0,0
2024-12-02 01:02:07.576845,0,0
2024-12-02 01:02:12.583651,0,0
2024-12-02 01:02:17.599232,0,0
2024-12-02 01:02:32.619347,0,0
2024-12-02 01:02:37.62886,0,0
2024-12-02 01:02:47.618472,0,0
2024-12-02 01:02:52.630809,0,0
2024-12-02 01:03:02.649321,0,0
2024-12-02 01:03:07.643748,0,0
2024-12-02 01:03:14.299776,0,36
2024-12-02 01:03:19.290804,0,0
2024-12-02 01:03:24.310202,0,0
2024-12-02 01:03:29.314236,0,0
2024-12-02 01:04:04.380183,0,0
2024-12-02 07:25:43.869688,0,0
2024-12-02 07:25:53.884618,0,0
2024-12-02 07:25:58.899632,0,0
2024-12-02 07:26:03.88922,0,0
2024-12-02 07:26:08.90001,0,0
2024-12-02 07:26:13.914751,0,0
2024-12-02 07:26:18.91443,0,0
2024-12-02 07:26:28.939841,0,0
2024-12-02 07:26:29.045184,0,2194
2024-12-02 07:26:49.227811,0,0
2024-12-02 07:26:58.94978,0,0
2024-12-02 07:26:59.134799,0,853
2024-12-02 07:27:04.13065,0,0
2024-12-02 07:27:09.18999,0,0
2024-12-02 07:27:19.035556,0,0
2024-12-02 07:27:24.566413,0,0
2024-12-02 07:27:29.09063,0,0
2024-12-02 07:27:34.05013,0,0
2024-12-02 07:27:39.083013,0,0
2024-12-02 07:27:49.085267,0,0
2024-12-02 07:27:54.081175,0,0
2024-12-02 07:28:19.110704,0,0
2024-12-02 07:28:44.150843,0,0
2024-12-02 07:28:48.76134,0,12
2024-12-02 07:28:53.904047,0,0
2024-12-02 07:28:54.726395,0,62
2024-12-02 07:28:58.850344,0,14
2024-12-02 07:29:03.491856,0,13
2024-12-02 07:29:18.356707,0,0
2024-12-02 07:29:23.351885,0,0
2024-12-02 07:29:43.366381,0,0
2024-12-02 07:31:20.89493,0,0
2024-12-02 07:31:30.817847,0,0
2024-12-02 07:31:35.808129,0,0
2024-12-02 07:31:45.840689,0,0
2024-12-02 07:31:50.847717,0,0
2024-12-02 07:31:55.818053,0,0
2024-12-02 07:32:17.118221,0,0
2024-12-02 13:40:35.362988,0,0
2024-12-02 13:40:40.428029,0,0
2024-12-02 13:41:00.393262,0,0
2024-12-02 13:41:05.391374,0,0
2024-12-02 13:41:26.88714,0,0
2024-12-02 13:41:31.901831,0,0
2024-12-02 13:41:41.793704,0,0
2024-12-02 13:41:51.78192,0,0
2024-12-02 13:42:01.735918,0,0
2024-12-02 13:42:11.753874,0,0
2024-12-02 13:42:19.872155,0,20
2024-12-02 13:42:28.146857,0,20
2024-12-02 13:42:42.926707,0,0
2024-12-02 13:42:44.166747,0,51
2024-12-02 13:42:54.114547,0,0
2024-12-02 13:43:20.006533,0,66
2024-12-02 13:43:28.251828,0,12
2024-12-02 13:43:33.281984,0,0
2024-12-02 13:43:58.253306,0,0
2024-12-02 13:44:03.247027,0,0
2024-12-02 13:44:08.252131,0,0
2024-12-02 13:44:13.237487,0,0
2024-12-02 13:44:23.277968,0,0
2024-12-02 13:44:28.228201,0,0
2024-12-02 13:44:33.222069,0,0
2024-12-02 13:44:37.22457,0,15
2024-12-02 13:44:51.036716,0,12
2024-12-02 13:44:56.13195,0,0
2024-12-02 17:47:33.98071,0,0
2024-12-02 17:47:34.966219,0,48
2024-12-02 17:47:45.231959,0,0
2024-12-02 17:47:45.901107,0,89
2024-12-02 19:58:08.764474,0,33
2024-12-02 19:58:13.5026,0,12
2024-12-02 19:58:18.592066,0,0
2024-12-02 19:58:23.532257,0,0
2024-12-02 19:58:33.98261,0,0
2024-12-02 19:58:38.540308,0,0
2024-12-02 19:58:58.487309,0,0
2024-12-02 19:59:03.523181,0,0
2024-12-02 19:59:18.593026,0,0
2024-12-02 19:59:33.532898,0,0
2024-12-02 19:59:38.543796,0,0
2024-12-02 20:00:03.578482,0,0
2024-12-02 20:00:08.575367,0,0
2024-12-02 20:00:13.58895,0,0
2024-12-02 20:00:23.613664,0,0
2024-12-02 20:00:53.654139,0,0
2024-12-02 20:00:58.664808,0,0
2024-12-02 20:01:03.594614,0,0
2024-12-02 20:01:28.674199,0,0
2024-12-02 20:01:33.654569,0,0
2024-12-02 20:01:38.704867,0,0
2024-12-02 20:01:43.644583,0,0
2024-12-02 20:01:53.646229,0,0
2024-12-02 20:01:58.735227,0,0
2024-12-02 21:11:09.075858,0,0
2024-12-02 21:11:29.106962,0,0
2024-12-02 21:11:34.101255,0,0
2024-12-02 21:12:04.152217,0,0
2024-12-02 21:12:14.132115,0,0
2024-12-02 21:12:19.092049,0,0
2024-12-02 21:12:29.111836,0,0
2024-12-02 21:12:39.127184,0,0
2024-12-02 21:12:44.127772,0,0
2024-12-02 21:13:09.193261,0,0
2024-12-02 21:13:14.162642,0,0
2024-12-02 21:13:19.173716,0,0
2024-12-02 21:13:24.183365,0,0
2024-12-02 21:13:41.77447,0,0
2024-12-02 21:13:47.133704,0,0
2024-12-02 21:14:26.833588,0,0
2024-12-02 21:39:18.123745,0,0
2024-12-02 21:39:23.34388,0,0
2024-12-02 21:39:39.528364,0,0
2024-12-02 21:39:44.554193,0,0
2024-12-02 21:39:54.553646,0,0
2024-12-02 21:39:59.564077,0,0
2024-12-02 01:00:02.486205,0,0
2024-12-02 01:00:07.557092,0,0
2024-12-02 01:01:47.556372,0,0
2024-12-02 07:26:23.909038,0,0
2024-12-02 07:26:34.105511,0,0
2024-12-02 07:26:39.164882,0,0
2024-12-02 07:26:43.944534,0,0
2024-12-02 07:26:53.962038,0,0
2024-12-02 07:27:14.019587,0,0
2024-12-02 07:27:44.079517,0,0
2024-12-02 07:27:59.165274,0,0
2024-12-02 07:28:04.095727,0,0
2024-12-02 07:28:09.110945,0,0
2024-12-02 07:28:14.122604,0,0
2024-12-02 07:28:24.135758,0,0
2024-12-02 07:28:29.136525,0,0
2024-12-02 07:28:34.130964,0,0
2024-12-02 07:28:39.146306,0,0
2024-12-02 07:29:08.331647,0,0
2024-12-02 07:29:13.350971,0,0
2024-12-02 07:29:28.356379,0,0
2024-12-02 07:29:33.36134,0,0
2024-12-02 07:29:38.371141,0,0
2024-12-02 07:29:48.382082,0,0
2024-12-02 07:29:53.381991,0,0
2024-12-02 07:29:58.341551,0,0
2024-12-02 07:30:08.352489,0,0
2024-12-02 07:30:23.377484,0,0
2024-12-02 07:30:38.3926,0,0
2024-12-02 07:30:48.387317,0,0
2024-12-02 07:30:53.412356,0,0
2024-12-02 07:31:09.508726,0,18
2024-12-02 07:31:12.748235,0,18
2024-12-02 07:31:16.29314,0,19
2024-12-02 07:31:25.827072,0,0
2024-12-02 13:40:51.342746,0,0
2024-12-02 13:40:55.376637,0,0
2024-12-02 13:41:10.007157,0,13
2024-12-02 13:41:15.072173,0,0
2024-12-02 13:41:15.4472,0,146
2024-12-02 13:41:20.576803,0,0
2024-12-02 13:41:21.781422,0,45
2024-12-02 13:41:36.8001,0,0
2024-12-02 13:41:46.749726,0,0
2024-12-02 13:41:56.872487,0,0
2024-12-02 13:42:06.755539,0,0
2024-12-02 13:42:16.791521,0,0
2024-12-02 13:42:22.516666,0,21
2024-12-02 13:42:25.162428,0,24
2024-12-02 13:42:33.057843,0,0
2024-12-02 13:42:37.926159,0,0
2024-12-02 13:42:49.13133,0,0
2024-12-02 13:42:59.128983,0,0
2024-12-02 13:43:04.135503,0,0
2024-12-02 13:43:09.107369,0,0
2024-12-02 13:43:14.079568,0,0
2024-12-02 13:43:19.127518,0,0
2024-12-02 13:43:23.631115,0,16
2024-12-02 13:43:38.291579,0,0
2024-12-02 13:43:44.476839,0,0
2024-12-02 13:43:48.336921,0,0
2024-12-02 13:43:53.282465,0,0
2024-12-02 13:44:18.327237,0,0
2024-12-02 13:44:46.081676,0,13
2024-12-02 13:45:01.007255,0,0
