time,position,rpm
2024-12-22 02:52:42.824653,2,0
2024-12-22 02:52:46.969396,0,0
2024-12-22 02:52:48.648991,3,0
2024-12-22 02:52:51.921033,0,0
2024-12-22 02:52:52.773255,2,0
2024-12-22 02:52:58.613967,3,0
2024-12-22 02:52:58.717915,0,33
2024-12-22 03:13:13.519926,0,0
2024-12-22 03:13:13.717032,2,0
2024-12-22 03:13:14.591881,3,0
2024-12-22 03:13:18.431633,0,0
2024-12-22 03:13:18.736457,2,0
2024-12-22 03:13:19.544226,3,0
2024-12-22 03:13:23.437543,0,0
2024-12-22 03:13:23.737885,2,0
2024-12-22 03:13:24.57694,3,0
