time,position,rpm
2024-12-06 01:59:57.485121,0,0
2024-12-06 02:00:07.814509,0,0
2024-12-06 02:00:17.496776,0,0
2024-12-06 02:00:22.510664,0,0
2024-12-06 02:00:27.508834,0,0
2024-12-06 02:00:32.501158,0,0
2024-12-06 02:00:37.509187,0,0
2024-12-06 02:00:42.543863,0,0
2024-12-06 02:00:44.6687,0,27
2024-12-06 02:00:49.686825,0,0
2024-12-06 02:01:09.690842,0,0
2024-12-06 02:01:14.627732,0,0
2024-12-06 02:01:19.72584,0,0
2024-12-06 02:01:24.671179,0,0
2024-12-06 02:01:29.652829,0,0
2024-12-06 02:01:39.69274,0,0
2024-12-06 02:01:44.340023,0,13
2024-12-06 02:01:54.258775,0,0
2024-12-06 02:02:04.245763,0,0
2024-12-06 02:02:09.254917,0,0
2024-12-06 02:02:14.261663,0,0
2024-12-06 02:02:19.297876,0,0
2024-12-06 02:10:36.862069,0,0
2024-12-06 02:10:41.856924,0,0
2024-12-06 02:10:51.813961,0,0
2024-12-06 02:10:56.831243,0,0
2024-12-06 02:11:01.829971,0,0
2024-12-06 02:11:06.855529,0,0
2024-12-06 02:11:11.831449,0,0
2024-12-06 02:11:16.855538,0,0
2024-12-06 02:11:21.854579,0,0
2024-12-06 02:11:27.214856,0,0
2024-12-06 02:11:32.149343,0,0
2024-12-06 02:11:37.150107,0,0
2024-12-06 02:11:47.110955,0,0
2024-12-06 02:11:52.233902,0,0
2024-12-06 02:11:57.141667,0,0
2024-12-06 02:12:12.485894,0,202
2024-12-06 02:12:15.63114,0,18
2024-12-06 02:12:25.027893,0,14
2024-12-06 02:23:45.48159,0,23
2024-12-06 02:23:48.620918,0,19
2024-12-06 02:23:53.12,0,13
2024-12-06 02:23:58.245072,0,0
2024-12-06 02:24:03.081446,0,0
2024-12-06 02:24:12.81726,0,0
2024-12-06 02:24:17.751297,0,0
2024-12-06 02:24:23.24175,0,0
2024-12-06 02:24:27.831393,0,0
2024-12-06 02:24:33.017409,0,0
2024-12-06 02:24:38.125796,0,0
2024-12-06 02:24:43.179556,0,0
2024-12-06 02:24:48.086402,0,0
2024-12-06 02:24:53.221528,0,0
2024-12-06 02:25:03.030417,0,0
2024-12-06 02:25:18.04641,0,0
2024-12-06 02:25:33.059414,0,0
2024-12-06 02:25:38.069643,0,0
2024-12-06 01:52:45.371378,0,0
2024-12-06 01:52:51.730984,0,18
2024-12-06 01:52:56.211416,0,13
2024-12-06 01:53:00.551076,0,14
2024-12-06 01:53:05.41182,0,12
2024-12-06 01:53:10.022072,0,13
2024-12-06 01:53:20.169432,0,0
2024-12-06 01:53:35.095884,0,0
2024-12-06 01:53:38.286402,0,18
2024-12-06 01:53:43.325961,0,0
2024-12-06 01:53:48.325859,0,0
2024-12-06 01:54:18.132669,0,12
2024-12-06 01:54:23.126939,0,0
2024-12-06 01:54:33.133766,0,0
2024-12-06 01:54:38.3361,0,0
2024-12-06 01:54:48.426869,0,0
2024-12-06 01:54:53.177785,0,0
2024-12-06 01:54:58.167005,0,0
2024-12-06 01:55:08.897898,0,77
2024-12-06 01:55:13.968896,0,0
2024-12-06 01:55:38.96504,0,0
2024-12-06 01:55:58.970057,0,0
2024-12-06 01:56:19.066836,0,0
2024-12-06 01:56:20.057105,0,56
2024-12-06 01:56:26.651786,0,37
2024-12-06 01:56:37.901015,0,20
2024-12-06 01:56:41.697652,0,17
2024-12-06 02:02:59.37814,0,0
2024-12-06 02:03:13.612592,0,13
2024-12-06 02:03:17.660041,0,14
2024-12-06 02:03:32.692911,0,0
2024-12-06 02:03:37.695082,0,0
2024-12-06 02:03:42.692752,0,0
2024-12-06 02:04:02.72418,0,0
2024-12-06 02:04:07.737477,0,0
2024-12-06 02:04:17.736051,0,0
2024-12-06 02:04:22.785826,0,0
2024-12-06 02:04:37.711958,0,0
2024-12-06 02:04:42.720955,0,0
2024-12-06 02:04:47.780698,0,0
2024-12-06 02:04:55.380657,0,0
2024-12-06 02:05:15.350943,0,0
2024-12-06 02:05:20.363683,0,0
2024-12-06 02:05:30.385817,0,0
2024-12-06 02:05:40.368748,0,0
2024-12-06 02:05:45.374836,0,0
2024-12-06 02:06:25.455237,0,0
2024-12-06 02:06:48.893237,0,0
2024-12-06 02:06:58.886857,0,0
2024-12-06 02:11:42.166325,0,0
2024-12-06 02:12:02.172721,0,0
2024-12-06 02:12:07.135979,0,0
2024-12-06 02:12:12.135094,0,0
2024-12-06 02:12:20.76677,0,0
2024-12-06 02:12:29.92838,0,0
2024-12-06 02:12:34.854748,0,0
2024-12-06 02:12:39.699138,0,0
2024-12-06 02:24:58.025365,0,0
2024-12-06 02:25:08.053671,0,0
2024-12-06 02:25:13.048324,0,0
2024-12-06 02:25:23.064477,0,0
2024-12-06 02:25:28.069994,0,0
2024-12-06 01:52:48.461411,0,0
2024-12-06 01:53:14.966479,0,0
2024-12-06 01:53:25.105926,0,0
2024-12-06 01:53:30.029811,0,0
2024-12-06 01:53:53.33226,0,0
2024-12-06 01:53:58.263722,0,0
2024-12-06 01:54:03.260256,0,0
2024-12-06 01:54:08.343189,0,0
2024-12-06 01:54:13.295589,0,0
2024-12-06 01:54:28.138468,0,0
2024-12-06 01:54:43.378954,0,0
2024-12-06 01:55:03.172827,0,0
2024-12-06 01:55:08.189905,0,0
2024-12-06 01:55:19.027034,0,0
2024-12-06 01:55:24.006615,0,0
2024-12-06 01:55:28.947399,0,0
2024-12-06 01:55:34.006075,0,0
2024-12-06 01:55:43.947486,0,0
2024-12-06 01:55:48.951364,0,0
2024-12-06 01:55:53.964805,0,0
2024-12-06 01:56:03.982785,0,0
2024-12-06 01:56:08.989987,0,0
2024-12-06 01:56:14.010153,0,0
2024-12-06 01:56:25.141153,0,0
2024-12-06 01:56:31.507742,0,12
2024-12-06 01:56:35.451771,0,17
2024-12-06 01:57:09.964753,0,0
2024-12-06 01:57:14.967705,0,0
2024-12-06 01:57:19.97307,0,0
2024-12-06 01:57:24.980234,0,0
2024-12-06 01:57:50.012075,0,0
2024-12-06 01:57:54.972873,0,0
2024-12-06 01:57:59.980729,0,0
2024-12-06 01:58:10.029949,0,0
2024-12-06 01:58:18.30084,0,0
2024-12-06 01:58:23.132816,0,0
2024-12-06 01:58:28.138899,0,0
2024-12-06 01:58:38.16519,0,0
2024-12-06 01:56:44.494135,0,19
2024-12-06 01:56:47.228874,0,22
2024-12-06 01:56:49.933731,0,21
2024-12-06 01:56:54.948732,0,0
2024-12-06 01:56:59.986659,0,0
2024-12-06 01:57:05.049531,0,0
2024-12-06 01:57:29.972154,0,0
2024-12-06 01:57:35.007148,0,0
2024-12-06 01:57:39.939417,0,0
2024-12-06 01:57:44.966492,0,0
2024-12-06 01:58:04.969968,0,0
2024-12-06 01:58:13.133305,0,18
2024-12-06 01:58:33.149892,0,0
2024-12-06 01:58:53.179787,0,0
2024-12-06 01:58:58.188212,0,0
2024-12-06 01:59:13.186054,0,0
2024-12-06 01:59:18.220202,0,0
2024-12-06 01:59:28.220355,0,0
2024-12-06 01:59:33.220311,0,0
2024-12-06 01:59:38.231156,0,0
2024-12-06 01:58:43.16499,0,0
2024-12-06 01:58:48.165184,0,0
2024-12-06 01:59:03.301795,0,0
2024-12-06 01:59:08.190019,0,0
2024-12-06 02:04:12.728985,0,0
2024-12-06 02:04:27.836062,0,0
2024-12-06 02:04:32.712037,0,0
2024-12-06 02:04:50.359712,0,23
2024-12-06 02:05:00.364836,0,0
2024-12-06 02:05:05.381021,0,0
2024-12-06 02:05:10.329389,0,0
2024-12-06 02:05:25.346806,0,0
2024-12-06 02:05:35.368138,0,0
2024-12-06 02:05:50.432754,0,0
2024-12-06 02:05:55.41311,0,0
2024-12-06 02:06:00.410297,0,0
2024-12-06 02:06:05.411748,0,0
2024-12-06 02:06:10.411752,0,0
2024-12-06 02:06:15.420744,0,0
2024-12-06 02:06:20.410687,0,0
2024-12-06 02:06:30.368334,0,12
2024-12-06 02:06:33.895347,0,17
2024-12-06 02:06:39.008809,0,0
2024-12-06 02:06:43.863823,0,0
2024-12-06 02:06:53.903638,0,0
2024-12-06 02:07:03.848079,0,0
2024-12-06 02:07:08.847256,0,0
2024-12-06 02:07:18.854212,0,0
2024-12-06 02:07:23.857659,0,0
2024-12-06 02:07:33.020778,0,14
2024-12-06 02:07:43.046901,0,0
2024-12-06 02:07:51.653562,0,0
2024-12-06 02:08:02.509265,0,0
2024-12-06 02:08:07.44604,0,0
2024-12-06 02:08:12.458222,0,0
2024-12-06 02:08:32.413125,0,0
2024-12-06 02:08:37.487002,0,0
2024-12-06 02:08:42.534929,0,0
2024-12-06 02:08:52.470143,0,0
2024-12-06 02:08:57.619513,0,349
2024-12-06 02:09:02.377488,0,12
2024-12-06 02:09:07.331316,0,0
2024-12-06 02:09:12.381712,0,0
2024-12-06 02:09:17.311917,0,0
2024-12-06 02:09:27.263039,0,0
2024-12-06 02:09:32.333989,0,0
2024-12-06 02:09:37.293911,0,0
2024-12-06 02:09:42.303408,0,0
2024-12-06 02:09:47.293102,0,0
2024-12-06 02:09:52.335378,0,0
2024-12-06 02:10:02.327198,0,0
2024-12-06 01:59:23.220159,0,0
2024-12-06 01:59:42.450866,0,14
2024-12-06 01:59:47.452445,0,0
2024-12-06 01:59:52.48669,0,0
2024-12-06 02:00:02.485999,0,0
2024-12-06 02:00:12.486077,0,0
2024-12-06 02:00:54.689828,0,0
2024-12-06 02:00:59.725778,0,0
2024-12-06 02:01:04.68781,0,0
2024-12-06 02:01:34.685758,0,0
2024-12-06 02:01:49.252728,0,0
2024-12-06 02:01:59.289993,0,0
2024-12-06 02:02:24.267776,0,0
2024-12-06 02:02:29.292161,0,0
2024-12-06 02:02:34.297542,0,0
2024-12-06 02:02:39.33802,0,0
2024-12-06 02:02:44.298869,0,0
2024-12-06 02:02:49.310064,0,0
2024-12-06 02:02:54.331674,0,0
2024-12-06 02:03:04.33968,0,0
2024-12-06 02:03:09.332716,0,0
2024-12-06 02:03:22.665854,0,0
2024-12-06 02:03:27.686271,0,0
2024-12-06 02:03:47.679006,0,0
2024-12-06 02:03:52.696868,0,0
2024-12-06 02:03:57.772036,0,0
2024-12-06 02:07:13.859827,0,0
2024-12-06 02:07:28.867823,0,0
2024-12-06 02:07:38.039575,0,0
2024-12-06 02:07:46.646103,0,16
2024-12-06 02:07:56.672586,0,0
2024-12-06 02:07:57.527355,0,78
2024-12-06 02:08:17.411107,0,0
2024-12-06 02:08:22.541248,0,0
2024-12-06 02:08:27.456125,0,0
2024-12-06 02:08:47.471134,0,0
2024-12-06 02:08:57.460938,0,0
2024-12-06 02:09:22.27094,0,0
2024-12-06 02:09:57.313914,0,0
2024-12-06 02:10:07.381712,0,0
2024-12-06 02:10:12.406766,0,0
2024-12-06 02:10:17.3279,0,0
2024-12-06 02:10:22.340939,0,0
2024-12-06 02:10:26.781066,0,13
2024-12-06 02:10:31.791006,0,0
2024-12-06 02:10:46.811013,0,0
2024-12-06 02:23:43.200274,0,21
2024-12-06 02:24:07.855795,0,0
