time,position,rpm
2024-12-10 02:52:34.994838,0,0
2024-12-10 02:52:35.274451,2,0
2024-12-10 02:52:37.76058,0,0
2024-12-10 02:52:38.596068,2,0
2024-12-10 02:52:39.53943,3,0
2024-12-10 02:52:42.777248,0,0
2024-12-10 02:52:43.584492,2,0
2024-12-10 02:52:44.594554,3,0
2024-12-10 02:52:47.785112,0,0
2024-12-10 02:52:48.565603,2,0
2024-12-10 02:52:49.604442,3,0
2024-12-10 02:52:52.784945,0,0
2024-12-10 02:52:53.584622,2,0
2024-12-10 02:52:54.541096,3,0
2024-12-10 02:52:57.787908,0,0
2024-12-10 02:52:58.595566,2,0
2024-12-10 02:52:59.604636,3,0
2024-12-10 02:53:02.811984,0,0
2024-12-10 02:53:03.604977,2,0
2024-12-10 02:53:04.509683,3,0
2024-12-10 02:53:07.845564,0,0
2024-12-10 02:53:08.659732,2,0
2024-12-10 02:53:09.525022,3,0
2024-12-10 02:53:12.745745,0,0
2024-12-10 02:53:13.610159,2,0
2024-12-10 02:53:14.521133,3,0
2024-12-10 02:53:17.826356,0,0
2024-12-10 02:53:18.435709,0,104
2024-12-10 02:53:18.606873,2,0
2024-12-10 02:53:19.524641,3,0
2024-12-10 02:53:23.386014,0,0
2024-12-10 02:53:23.60524,2,0
2024-12-10 02:53:24.695267,3,0
2024-12-10 02:53:28.50991,0,0
2024-12-10 02:53:28.610067,2,0
2024-12-10 02:53:29.525787,3,0
2024-12-10 02:53:33.450349,0,0
2024-12-10 02:53:33.625112,2,0
2024-12-10 02:53:34.560133,3,0
2024-12-10 02:53:38.3484,0,0
2024-12-10 02:53:38.716043,2,0
2024-12-10 02:53:39.56704,3,0
2024-12-10 02:53:43.35508,0,0
2024-12-10 02:53:43.655054,2,0
2024-12-10 02:53:43.986781,0,96
2024-12-10 02:53:44.565197,3,0
2024-12-10 02:53:46.551491,0,23
2024-12-10 02:53:48.655748,2,0
2024-12-10 02:53:48.9668,0,25
2024-12-10 02:53:49.545144,3,0
2024-12-10 02:53:51.516016,0,23
2024-12-10 02:53:53.644775,2,0
2024-12-10 02:53:54.575933,3,0
2024-12-10 02:53:56.585853,0,0
2024-12-10 02:53:58.586718,2,0
2024-12-10 02:53:59.606498,3,0
2024-12-10 02:54:01.547039,0,0
2024-12-10 02:54:03.756625,2,0
2024-12-10 02:54:04.266189,0,21
2024-12-10 02:54:04.591012,3,0
2024-12-10 02:54:07.195802,0,20
2024-12-10 02:54:08.605443,2,0
2024-12-10 02:54:09.571699,0,25
2024-12-10 02:54:09.595727,3,0
2024-12-10 02:54:11.77641,0,27
2024-12-10 02:54:13.636535,2,0
2024-12-10 02:54:13.946118,0,26
2024-12-10 02:54:14.590777,3,0
2024-12-10 02:54:16.226186,0,27
2024-12-10 02:54:18.531881,0,26
2024-12-10 02:54:18.616577,2,0
2024-12-10 02:54:19.596682,3,0
2024-12-10 02:54:20.771407,0,26
2024-12-10 02:54:23.08171,0,26
2024-12-10 02:54:23.630373,2,0
2024-12-10 02:54:24.60491,3,0
2024-12-10 02:54:25.385854,0,26
2024-12-10 02:54:27.625896,0,26
2024-12-10 02:54:28.970656,2,0
2024-12-10 02:54:29.604725,3,0
2024-12-10 02:54:29.754928,0,27
2024-12-10 02:54:31.825429,0,30
2024-12-10 02:54:33.686448,2,0
2024-12-10 02:54:33.701822,0,30
2024-12-10 02:54:34.646326,3,0
2024-12-10 02:54:35.955747,0,27
2024-12-10 02:54:38.651243,2,0
2024-12-10 02:54:39.0463,0,19
2024-12-10 02:54:39.631196,3,0
2024-12-10 02:54:43.660897,2,0
2024-12-10 02:54:44.048434,0,0
2024-12-10 02:54:44.631155,3,0
2024-12-10 02:54:48.665568,2,0
2024-12-10 02:54:49.051801,0,0
2024-12-10 02:54:49.630398,3,0
2024-12-10 02:54:53.671669,2,0
2024-12-10 02:54:54.06108,0,0
2024-12-10 02:58:18.814535,2,0
2024-12-10 02:58:19.784648,3,0
2024-12-10 02:58:20.563317,0,0
2024-12-10 02:58:23.825046,2,0
2024-12-10 02:58:24.78576,3,0
2024-12-10 02:58:25.543747,0,0
2024-12-10 02:58:28.823859,2,0
2024-12-10 02:58:29.785075,3,0
2024-12-10 02:58:30.60997,0,0
2024-12-10 02:58:33.825831,2,0
2024-12-10 02:58:34.809329,3,0
2024-12-10 02:58:35.575106,0,0
2024-12-10 02:58:38.815652,2,0
2024-12-10 02:58:39.819546,3,0
2024-12-10 02:58:40.583909,0,0
2024-12-10 02:58:43.824849,2,0
2024-12-10 02:58:44.814579,3,0
2024-12-10 02:58:45.571549,0,0
2024-12-10 02:58:48.855189,2,0
2024-12-10 02:58:49.82509,3,0
2024-12-10 02:58:50.694101,0,0
2024-12-10 02:58:53.845215,2,0
2024-12-10 02:58:54.825738,3,0
2024-12-10 02:58:55.615107,0,0
2024-12-10 02:58:58.875111,2,0
2024-12-10 02:58:59.81444,3,0
2024-12-10 02:59:00.592115,0,0
2024-12-10 02:59:03.865087,2,0
2024-12-10 02:59:04.835267,3,0
2024-12-10 02:59:05.589871,0,0
2024-12-10 02:59:08.865537,2,0
2024-12-10 02:59:09.795098,3,0
2024-12-10 02:59:10.614449,0,0
2024-12-10 02:59:13.890041,2,0
2024-12-10 02:59:14.820401,3,0
2024-12-10 02:59:15.614725,0,0
2024-12-10 02:59:18.900768,2,0
2024-12-10 02:59:28.885491,2,0
2024-12-10 02:59:29.865181,3,0
2024-12-10 02:59:30.704579,0,0
2024-12-10 02:59:33.885201,2,0
2024-12-10 02:59:34.80484,3,0
2024-12-10 02:59:38.905459,2,0
2024-12-10 02:59:40.629243,0,0
2024-12-10 02:59:45.586738,0,0
2024-12-10 02:59:49.855234,3,0
2024-12-10 03:00:00.665237,0,0
2024-12-10 03:00:08.88578,2,0
2024-12-10 03:00:09.886663,3,0
2024-12-10 03:00:10.641535,0,0
2024-12-10 03:00:14.876717,3,0
2024-12-10 02:59:19.785221,3,0
2024-12-10 02:59:20.60995,0,0
2024-12-10 02:59:23.875765,2,0
2024-12-10 02:59:24.804929,3,0
2024-12-10 02:59:25.629195,0,0
2024-12-10 02:59:35.704645,0,0
2024-12-10 02:59:39.83504,3,0
2024-12-10 02:59:43.925689,2,0
2024-12-10 02:59:44.839765,3,0
2024-12-10 02:59:48.905543,2,0
2024-12-10 02:59:50.685775,0,0
2024-12-10 02:59:53.925692,2,0
2024-12-10 02:59:54.895581,3,0
2024-12-10 02:59:55.675152,0,0
2024-12-10 02:59:58.870326,2,0
2024-12-10 02:59:59.854816,3,0
2024-12-10 03:00:03.955982,2,0
2024-12-10 03:00:04.885934,3,0
2024-12-10 03:00:05.67962,0,0
2024-12-10 03:00:13.90059,2,0
2024-12-10 03:00:15.815469,0,0
2024-12-10 03:00:18.940567,2,0
2024-12-10 03:00:19.918869,3,0
2024-12-10 03:00:20.685305,0,0
2024-12-10 03:00:23.906118,2,0
2024-12-10 03:00:24.886981,3,0
2024-12-10 03:00:25.705192,0,0
2024-12-10 03:00:28.890267,2,0
2024-12-10 03:00:29.956117,3,0
2024-12-10 03:00:30.635525,0,0
2024-12-10 03:07:31.093241,0,0
2024-12-10 03:07:35.182452,3,0
2024-12-10 03:07:36.055387,0,0
2024-12-10 03:07:39.257266,2,0
2024-12-10 03:07:40.192769,3,0
2024-12-10 03:07:41.033265,0,0
2024-12-10 03:07:44.258441,2,0
2024-12-10 03:07:45.192508,3,0
2024-12-10 03:07:46.071455,0,0
2024-12-10 03:07:49.272489,2,0
2024-12-10 03:07:50.193623,3,0
2024-12-10 03:07:51.096256,0,0
2024-12-10 03:07:54.295914,2,0
2024-12-10 03:07:55.2097,3,0
2024-12-10 03:07:56.053702,0,0
2024-12-10 03:07:59.222445,2,0
2024-12-10 03:08:00.216984,3,0
2024-12-10 03:08:01.05866,0,0
2024-12-10 03:08:04.249131,2,0
2024-12-10 03:08:05.216686,3,0
2024-12-10 03:08:06.061948,0,0
2024-12-10 03:08:09.256068,2,0
2024-12-10 03:08:10.222695,3,0
2024-12-10 03:08:11.095429,0,0
2024-12-10 03:08:14.262762,2,0
2024-12-10 03:08:15.223864,3,0
2024-12-10 03:08:16.065241,0,0
2024-12-10 03:08:19.257534,2,0
2024-12-10 03:08:20.22394,3,0
2024-12-10 03:08:21.155811,0,0
2024-12-10 03:08:24.392764,2,0
2024-12-10 03:08:25.236843,3,0
2024-12-10 03:08:26.095202,0,0
2024-12-10 03:08:29.317931,2,0
2024-12-10 03:08:30.302631,3,0
2024-12-10 03:08:31.153923,0,0
2024-12-10 03:08:34.336173,2,0
2024-12-10 03:08:35.256849,3,0
2024-12-10 03:08:36.168313,0,0
2024-12-10 03:08:39.34309,2,0
2024-12-10 03:08:40.249203,3,0
2024-12-10 03:08:41.112857,0,0
2024-12-10 03:08:44.297983,2,0
2024-12-10 03:08:45.251833,3,0
2024-12-10 03:08:46.207917,0,0
2024-12-10 03:08:49.29605,2,0
2024-12-10 03:08:50.270103,3,0
2024-12-10 03:08:51.128362,0,0
2024-12-10 03:08:54.352501,2,0
2024-12-10 03:08:55.329531,3,0
2024-12-10 03:08:55.768608,0,12
2024-12-10 03:08:59.302388,2,0
2024-12-10 03:09:00.278088,3,0
2024-12-10 03:09:00.755651,0,0
2024-12-10 03:09:04.311553,2,0
2024-12-10 03:09:05.288821,3,0
2024-12-10 03:09:05.768211,0,0
2024-12-10 03:09:09.301879,2,0
2024-12-10 03:09:10.233573,3,0
2024-12-10 03:09:10.753072,0,0
2024-12-10 03:09:11.096672,0,168
2024-12-10 03:09:14.31259,2,0
2024-12-10 03:09:15.554041,3,0
2024-12-10 03:09:15.703578,0,12
2024-12-10 03:09:18.6362,0,20
2024-12-10 03:09:19.330196,2,0
2024-12-10 03:09:20.234335,3,0
2024-12-10 03:09:20.990093,0,25
2024-12-10 03:09:23.423201,0,24
