time,position,h1,h2,at
2024-12-10 02:52:47.384873,2,450,312,25
2024-12-10 02:53:18.345894,0,914,588,28.5
2024-12-10 02:53:30.945165,3,904,582,28.2
2024-12-10 02:53:45.906151,2,474,398,25
2024-12-10 02:54:16.76641,0,933,594,28.5
2024-12-10 02:54:29.495009,3,916,596,27.8
2024-12-10 02:54:44.490463,2,456,320,25.5
2024-12-10 02:58:23.884162,3,900,583,27.8
2024-12-10 02:58:38.945268,2,458,343,25.2
2024-12-10 02:59:09.764588,0,921,580,28.5
2024-12-10 02:59:22.580466,3,902,579,28
2024-12-10 02:59:37.445605,2,454,314,25.2
2024-12-10 03:00:08.330073,0,920,588,29
2024-12-10 03:00:21.086063,3,902,586,28.8
2024-12-10 03:07:57.182827,0,909,586,29.2
2024-12-10 03:08:09.82371,3,896,576,29
2024-12-10 03:08:24.85583,2,456,308,25.5
2024-12-10 03:08:55.894873,0,926,586,30.2
2024-12-10 03:09:08.383059,3,909,590,29.8
2024-12-10 03:09:23.377642,2,445,420,25.8
2024-12-10 04:46:34.888874,0,906,582,30.5
2024-12-10 04:46:47.637467,3,892,574,30
2024-12-10 04:47:02.68681,2,443,297,29
2024-12-10 04:47:33.506834,0,926,589,30.8
2024-12-10 04:47:46.245502,3,906,589,30.5
2024-12-10 04:48:01.286752,2,446,331,29.5
2024-12-10 06:11:01.6669,2,441,322,31
2024-12-10 06:11:32.400368,0,914,585,41.5
2024-12-10 06:11:45.206025,3,893,567,36.5
2024-12-10 06:12:00.270814,2,463,297,31
2024-12-10 06:12:31.025547,0,900,572,39.5
2024-12-10 06:44:44.624651,0,915,574,40.8
2024-12-10 06:44:57.328528,3,891,590,38.5
2024-12-10 06:45:12.428816,2,460,1490,31.8
2024-12-10 08:41:55.735425,0,900,575,40.2
2024-12-10 08:42:08.418861,3,887,575,41
2024-12-10 08:42:23.593589,2,438,1474,32
2024-12-10 08:42:54.342575,0,916,588,40.5
2024-12-10 08:51:54.365799,3,902,600,44.2
2024-12-10 08:52:09.525357,2,473,1397,32.5
2024-12-10 08:52:40.251973,0,904,578,39.5
2024-12-10 08:52:52.930975,3,869,550,42.2
2024-12-10 08:53:08.175722,2,457,340,32.8
2024-12-10 08:53:38.807158,0,904,572,39
2024-12-10 08:53:51.648262,3,880,566,41
2024-12-10 08:54:06.808081,2,381,224,32.5
2024-12-10 09:38:34.152108,0,908,574,36
2024-12-10 09:39:32.883171,0,897,580,37.8
2024-12-10 09:39:45.427085,3,885,573,37.8
2024-12-10 09:40:00.658046,2,448,291,32
2024-12-10 09:40:31.379176,0,912,586,37.5
2024-12-10 09:40:44.014196,3,899,587,37.5
2024-12-10 10:16:09.888827,2,493,309,33.2
2024-12-10 10:16:39.152159,0,876,551,37.8
2024-12-10 10:16:51.897222,3,864,572,38
2024-12-10 10:17:07.112768,2,450,416,33.8
2024-12-10 10:17:37.821776,0,903,578,38
2024-12-10 10:17:50.509358,3,894,834,37.8
2024-12-10 10:18:05.71858,2,506,340,33.5
2024-12-10 10:18:36.42668,0,896,585,38
2024-12-10 10:18:49.118632,3,893,578,38.2
2024-12-10 10:50:19.309678,2,488,311,32.2
2024-12-10 10:50:49.920845,0,918,594,37.2
2024-12-10 10:51:02.704205,3,891,590,36.2
2024-12-10 10:51:17.896055,2,432,310,33
2024-12-10 10:51:48.545866,0,891,569,38.5
2024-12-10 10:52:01.2505,3,909,590,37
2024-12-10 10:52:16.499886,2,459,397,33.5
2024-12-10 11:06:27.602404,0,902,584,37.8
2024-12-10 11:06:40.19179,3,892,584,38
2024-12-10 11:06:55.384476,2,448,297,34.2
2024-12-10 11:07:25.977387,0,854,527,40.8
2024-12-10 11:07:38.738371,3,813,511,39.5
2024-12-10 11:07:53.963358,2,453,312,35
2024-12-10 11:08:24.599022,0,926,590,41.8
2024-12-10 11:08:37.362227,3,893,554,39
2024-12-10 11:08:52.549873,2,496,348,34.8
2024-12-10 11:43:33.983428,0,904,584,35
2024-12-10 11:43:46.697756,3,879,590,34.8
2024-12-10 11:44:01.931433,2,430,420,32
2024-12-10 11:44:32.627564,0,896,582,35
2024-12-10 11:44:45.352902,3,901,578,34.8
2024-12-10 11:45:00.535013,2,445,1484,32
2024-12-10 12:26:32.031939,0,898,576,38.5
2024-12-10 12:26:44.811321,3,903,574,38
2024-12-10 12:27:00.046968,2,495,349,32.8
2024-12-10 12:27:30.623189,0,899,562,39
2024-12-10 12:27:43.407996,3,882,576,38.5
2024-12-10 12:27:58.638196,2,492,326,32.8
2024-12-10 12:28:29.249891,0,896,584,39.2
2024-12-10 12:28:42.144354,3,869,560,38.5
2024-12-10 12:28:57.258721,2,434,287,33
2024-12-10 12:29:27.809301,0,900,582,40.2
2024-12-10 12:29:40.638764,3,900,566,39.8
2024-12-10 12:29:55.870414,2,434,428,33.2
2024-12-10 12:30:26.410025,0,902,583,40
2024-12-10 12:30:39.190503,3,881,570,39.5
2024-12-10 12:30:54.356801,2,462,321,33.5
