time,position,h1,h2,at
2024-12-21 14:16:15.933655,0,875,554,37.8
2024-12-21 14:35:23.328185,3,879,686,40.5
2024-12-21 14:35:28.443614,2,455,382,30.8
2024-12-21 14:35:47.723296,0,931,585,42
2024-12-21 14:36:21.866449,3,834,526,39.5
2024-12-21 14:36:27.02585,2,445,391,31
2024-12-21 14:36:46.401209,0,821,508,41
2024-12-21 14:37:20.475265,3,889,574,40.8
2024-12-21 14:37:25.700094,2,471,314,30.5
2024-12-21 14:37:44.935548,0,883,560,42.2
2024-12-21 14:38:19.040794,3,900,578,40.5
2024-12-21 14:38:24.185838,2,473,316,30.8
2024-12-21 14:39:17.641825,3,898,588,38
2024-12-21 14:40:16.202686,3,809,507,37.5
2024-12-21 14:40:40.862494,0,827,516,40
2024-12-21 14:38:43.525167,0,900,574,43
2024-12-21 14:39:22.786304,2,470,311,31.5
2024-12-21 14:39:42.126253,0,852,523,40.8
2024-12-21 14:40:21.403177,2,494,340,31.5
2024-12-21 17:19:51.358554,0,907,573,29.8
2024-12-21 17:20:25.476749,3,929,595,29.8
2024-12-21 17:20:30.648642,2,432,298,26.8
2024-12-21 17:20:49.971369,0,932,597,29.8
2024-12-21 17:21:24.042028,3,895,572,30.5
2024-12-21 17:21:29.202791,2,462,317,27.5
2024-12-21 17:21:48.526312,0,885,563,31.8
2024-12-21 17:53:03.534708,0,910,586,34.5
2024-12-21 17:53:37.599769,3,865,558,32
2024-12-21 17:53:42.774595,2,461,312,27.8
2024-12-21 17:54:02.095867,0,893,563,33
2024-12-21 17:54:36.230442,3,910,593,31.8
2024-12-21 17:54:41.386027,2,446,294,28
2024-12-21 17:55:00.71062,0,903,570,32
2024-12-21 17:55:34.827002,3,882,558,32.2
2024-12-21 17:55:40.057401,2,479,369,28.2
2024-12-21 18:39:55.978135,0,906,589,28.8
2024-12-21 18:40:35.764386,2,428,278,25.2
2024-12-21 18:40:54.52273,0,876,591,30.8
2024-12-21 18:41:28.69209,3,913,590,29.5
2024-12-21 18:41:33.827647,2,452,295,26.2
2024-12-21 20:22:29.266857,0,888,564,28.5
2024-12-21 20:23:02.34715,3,914,588,29
2024-12-21 20:23:07.541274,2,452,315,25.2
2024-12-21 20:23:26.986641,0,954,599,27.8
2024-12-21 20:24:00.887703,3,908,580,27.5
2024-12-21 20:24:06.093134,2,460,311,26.2
2024-12-21 23:47:08.541262,3,896,583,26.8
2024-12-21 23:47:13.406338,2,426,388,24.8
2024-12-21 23:47:32.75691,0,890,572,27.8
2024-12-21 23:48:07.006229,3,917,592,27.2
2024-12-21 23:48:12.006242,2,450,303,24.8
2024-12-21 23:48:31.3968,0,931,580,27.2
2024-12-21 23:49:10.607084,2,455,333,25
