time,position,h1,h2,at
2024-12-04 00:00:35.226183,0,196,880,37.2
2024-12-04 00:00:49.938794,2,1272,1276,26
2024-12-04 00:01:33.751816,0,196,856,37.2
2024-12-04 00:01:48.478699,2,1272,1276,26
2024-12-04 00:02:32.427383,0,196,742,38.5
2024-12-04 00:02:47.098854,2,1274,1276,26
2024-12-04 00:03:30.978594,0,196,985,38.5
2024-12-04 00:03:45.709054,2,1274,1276,26
2024-12-04 00:04:29.593859,0,196,992,40
2024-12-04 00:04:44.258618,2,1272,1277,26
2024-12-04 00:05:28.149683,0,196,938,41.2
2024-12-04 00:05:42.868585,2,1272,1276,26
2024-12-04 00:06:26.755388,0,196,977,42.8
2024-12-04 00:06:41.509065,2,1273,1276,26
2024-12-04 00:07:25.381502,0,196,982,41.5
2024-12-04 00:07:40.048923,2,1273,1276,26
2024-12-04 00:08:23.923101,0,196,979,42
2024-12-04 00:08:38.63869,2,1270,1276,26
2024-12-04 00:09:22.557214,0,196,962,41
2024-12-04 00:09:37.268756,2,1271,1276,26
2024-12-04 00:10:21.153695,0,196,959,41.2
2024-12-04 00:10:35.828627,2,1273,1276,26
2024-12-04 00:11:19.713824,0,196,964,38.5
2024-12-04 00:11:34.450075,2,1273,1276,26
2024-12-04 00:12:18.330837,0,196,866,40.5
2024-12-04 00:12:33.071162,2,1273,1276,26
2024-12-04 00:13:16.940968,0,196,843,41
2024-12-04 00:13:31.618787,2,1271,1276,26
2024-12-04 00:14:15.502611,0,196,756,40.2
2024-12-04 00:14:30.183498,2,1272,1276,26
2024-12-04 00:15:14.103711,0,196,968,41.8
2024-12-04 00:15:28.808557,2,1272,1276,26
2024-12-04 00:16:12.723977,0,196,970,40.5
2024-12-04 00:16:27.378799,2,1272,1276,26
2024-12-04 00:17:11.313986,0,196,976,41
2024-12-04 00:17:25.988876,2,1272,1276,26
2024-12-04 00:18:09.870742,0,196,912,39.8
2024-12-04 00:18:24.618585,2,1272,1276,26
2024-12-04 00:19:08.48546,0,196,850,39.5
2024-12-04 00:19:23.168872,2,1273,1276,26
2024-12-04 00:20:07.066348,0,196,855,38.2
2024-12-04 00:20:21.758653,2,1273,1276,26
2024-12-04 00:21:05.667219,0,196,823,39.8
2024-12-04 00:21:20.39075,2,1274,1276,26
2024-12-04 00:22:04.273483,0,196,942,42
2024-12-04 00:22:18.93941,2,1274,1276,26
2024-12-04 00:23:02.894,0,196,994,41.5
2024-12-04 00:23:17.549022,2,1272,1276,26
2024-12-04 00:24:01.43455,0,196,888,37.8
2024-12-04 00:24:16.14855,2,1271,1276,26
2024-12-04 00:25:00.111194,0,196,991,37
2024-12-04 00:25:14.728697,2,1273,1276,26
2024-12-04 00:25:59.166722,0,196,996,38.8
2024-12-04 00:26:13.3189,2,1272,1276,26
2024-12-04 00:26:57.217548,0,196,957,43.2
2024-12-04 00:27:11.940807,2,1272,1276,26
2024-12-04 00:28:10.478938,2,1272,1276,26
2024-12-04 00:29:09.098993,2,1272,1276,26
2024-12-04 00:30:07.72896,2,1273,1276,26
2024-12-04 00:31:06.259031,2,1272,1276,26
2024-12-04 00:32:04.878973,2,1273,1276,26
2024-12-04 00:33:03.488973,2,1271,1276,26
2024-12-04 00:34:02.024508,2,1271,1276,26
2024-12-04 00:35:00.658986,2,1272,1276,26
2024-12-04 00:35:59.288855,2,1271,1276,26
2024-12-04 00:36:57.848902,2,1273,1276,26
2024-12-04 00:37:56.438936,2,1270,1276,26
2024-12-04 00:38:55.059439,2,1272,1276,26
2024-12-04 00:39:53.628937,2,1272,1276,26
2024-12-04 00:40:52.208903,2,1272,1276,26
2024-12-04 00:41:50.818923,2,1272,1276,26
2024-12-04 00:42:49.379009,2,1272,1276,26
2024-12-04 00:43:47.97908,2,1273,1276,26
2024-12-04 00:44:46.608975,2,1272,1276,26
2024-12-04 00:45:45.159236,2,1270,1276,26
2024-12-04 00:46:43.778877,2,1271,1276,26
2024-12-04 00:47:42.408853,2,1273,1276,26
2024-12-04 00:48:40.958916,2,1272,1276,26
2024-12-04 00:49:39.538963,2,1271,1276,26
2024-12-04 00:50:38.179094,2,1272,1276,26
2024-12-04 00:51:36.748889,2,1272,1276,26
2024-12-04 00:52:35.318845,2,1272,1276,26
2024-12-04 00:53:33.948925,2,1273,1276,26
2024-12-04 00:54:32.51892,2,1270,1276,26
2024-12-04 00:55:31.119147,2,1272,1276,26
2024-12-04 00:56:29.739269,2,1270,1276,26
2024-12-04 00:57:28.27883,2,1270,1276,26
2024-12-04 00:58:26.869149,2,1272,1276,26
2024-12-04 00:59:25.498981,2,1272,1276,26
2024-12-04 01:00:24.048936,2,1272,1276,26
2024-12-04 01:01:22.658921,2,1272,1276,26
2024-12-04 01:02:21.318893,2,1270,1276,26
2024-12-04 01:03:19.83893,2,1270,1276,26
2024-12-04 01:04:18.429455,2,1271,1276,26
2024-12-04 01:05:17.079015,2,1270,1276,26
2024-12-04 01:06:15.608901,2,1273,1276,26
2024-12-04 01:07:14.219076,2,1274,1276,26
2024-12-04 01:10:10.699965,2,1273,1276,26
2024-12-04 01:11:09.239904,2,1273,1276,26
2024-12-04 01:12:07.889927,2,1272,1276,26
2024-12-04 01:13:06.480086,2,1271,1276,26
2024-12-04 01:14:05.050047,2,1273,1276,26
2024-12-04 01:15:03.639986,2,1273,1276,26
2024-12-04 01:16:02.180086,2,1270,1276,26
2024-12-04 01:17:00.830098,2,1272,1276,26
2024-12-04 01:17:59.439957,2,1272,1276,26
2024-12-04 01:18:58.059995,2,1270,1276,26
2024-12-04 01:19:56.609939,2,1273,1276,26
2024-12-04 01:20:55.209973,2,1271,1276,26
2024-12-04 01:21:53.830014,2,1272,1276,26
2024-12-04 01:22:52.360127,2,1271,1276,26
2024-12-04 01:23:50.989873,2,1272,1276,26
2024-12-04 01:24:49.5602,2,1270,1276,26
2024-12-04 01:25:48.179947,2,1273,1276,26
2024-12-04 01:26:46.769916,2,1270,1276,26
2024-12-04 01:27:45.369937,2,1273,1276,26
2024-12-04 01:28:43.960355,2,1270,1276,26
2024-12-04 01:29:42.549829,2,1273,1276,26
2024-12-04 01:30:41.139958,2,1272,1276,26
2024-12-04 01:31:39.689979,2,1271,1276,26
2024-12-04 01:32:38.309968,2,1270,1276,26
2024-12-04 01:33:36.849983,2,1271,1276,26
2024-12-04 01:34:35.479928,2,1270,1276,26
2024-12-04 01:35:34.090009,2,1273,1276,26
2024-12-04 01:36:32.72993,2,1273,1276,26
2024-12-04 01:37:31.290127,2,1273,1276,26
2024-12-04 01:38:29.880006,2,1272,1276,26
2024-12-04 01:39:28.499962,2,1272,1276,26
2024-12-04 01:40:27.049974,2,1271,1276,26
2024-12-04 01:41:25.694964,2,1271,1276,26
2024-12-04 01:42:24.209953,2,1274,1276,26
2024-12-04 01:43:22.819882,2,1273,1276,26
2024-12-04 01:44:21.459937,2,1271,1276,26
2024-12-04 01:45:20.059907,2,1272,1276,26
2024-12-04 01:46:18.621877,2,1274,1276,26
2024-12-04 01:47:17.282358,2,1271,1276,26
2024-12-04 01:48:15.861656,2,1272,1276,26
2024-12-04 01:49:14.381662,2,1270,1276,26
2024-12-04 01:50:12.980127,2,1271,1276,26
2024-12-04 01:51:11.670031,2,1271,1276,26
2024-12-04 01:52:10.189998,2,1270,1276,26
2024-12-04 01:53:08.769934,2,1270,1276,26
2024-12-04 01:54:07.319999,2,1271,1276,26
2024-12-04 01:55:05.959894,2,1270,1276,26
2024-12-04 01:56:04.549965,2,1270,1276,26
2024-12-04 01:57:03.179949,2,1271,1276,26
2024-12-04 01:58:01.709957,2,1273,1276,26
2024-12-04 01:59:00.329888,2,1271,1276,26
2024-12-04 01:59:58.962455,2,1272,1276,26
2024-12-04 02:00:57.490148,2,1272,1276,26
2024-12-04 02:01:56.11032,2,1271,1276,26
2024-12-04 02:02:54.724904,2,1271,1276,26
2024-12-04 02:03:53.280078,2,1274,1276,26
2024-12-04 02:04:51.89024,2,1272,1276,26
2024-12-04 02:05:50.509953,2,1272,1276,26
2024-12-04 02:06:49.070005,2,1272,1276,26
2024-12-04 02:07:47.689945,2,1273,1276,26
2024-12-04 02:08:46.289941,2,1271,1276,26
2024-12-04 02:09:44.819918,2,1272,1276,26
2024-12-04 02:10:43.45988,2,1272,1276,26
2024-12-04 02:11:42.029858,2,1272,1276,26
2024-12-04 02:12:40.600032,2,1271,1276,26
2024-12-04 02:13:39.239963,2,1272,1276,26
2024-12-04 02:14:37.839874,2,1273,1276,26
2024-12-04 02:15:36.400183,2,1273,1276,26
2024-12-04 02:16:35.010396,2,1272,1276,26
2024-12-04 02:17:33.609932,2,1272,1276,26
2024-12-04 02:18:32.170237,2,1271,1276,26
2024-12-04 02:19:30.809956,2,1270,1276,26
2024-12-04 02:20:29.400027,2,1272,1276,26
2024-12-04 02:21:27.939887,2,1271,1276,26
2024-12-04 02:22:26.589992,2,1272,1276,26
2024-12-04 02:23:25.189879,2,1270,1276,26
2024-12-04 02:24:23.739973,2,1271,1276,26
2024-12-04 02:25:22.351572,2,1271,1276,26
2024-12-04 02:26:20.969884,2,1271,1276,26
2024-12-04 02:27:19.499925,2,1272,1276,26
2024-12-04 02:28:18.100354,2,1271,1276,26
2024-12-04 02:29:16.750053,2,1272,1276,26
2024-12-04 02:30:15.289947,2,1272,1276,26
2024-12-04 02:31:13.89992,2,1273,1276,26
2024-12-04 02:32:12.499832,2,1273,1276,26
2024-12-04 02:33:11.070243,2,1271,1276,26
2024-12-04 02:34:09.679929,2,1273,1276,26
2024-12-04 02:35:08.249925,2,1273,1276,26
2024-12-04 02:36:06.839893,2,1270,1276,26
2024-12-04 02:37:05.450057,2,1273,1276,26
2024-12-04 02:38:04.079978,2,1272,1276,26
2024-12-04 02:39:02.620195,2,1271,1276,26
2024-12-04 02:40:01.250453,2,1273,1276,26
2024-12-04 02:40:59.859996,2,1274,1276,26
2024-12-04 02:41:58.410087,2,1270,1276,26
2024-12-04 02:42:57.000004,2,1271,1276,26
2024-12-04 02:43:55.619857,2,1272,1276,26
2024-12-04 03:11:01.078533,0,196,992,36.5
2024-12-04 04:16:26.600859,0,196,976,33.5
2024-12-04 04:17:25.321254,0,196,976,34
2024-12-04 05:20:53.692375,0,196,976,34.2
2024-12-04 05:46:32.420503,2,1277,1280,25.5
2024-12-04 05:47:31.059376,2,1275,1280,25.5
2024-12-04 05:48:29.649649,2,1274,1281,25.5
2024-12-04 05:49:28.229852,2,1276,1280,25.5
2024-12-04 05:50:26.829259,2,1275,1282,25.5
2024-12-04 05:51:25.409197,2,1276,1280,25.5
2024-12-04 05:52:23.9992,2,1277,1282,25.5
2024-12-04 05:53:22.597658,2,1274,1280,25.5
2024-12-04 05:54:21.219515,2,1278,1280,25.5
2024-12-04 05:55:19.749378,2,1274,1281,25.5
2024-12-04 05:56:18.379381,2,1274,1280,25.5
2024-12-04 05:57:16.999185,2,1274,1280,25.5
2024-12-04 05:58:00.25683,0,196,1004,36
2024-12-04 05:58:15.551939,2,1274,1280,25.5
2024-12-04 05:59:14.149242,2,1276,1280,25.5
2024-12-04 06:00:12.74981,2,1276,1280,25.5
2024-12-04 06:01:11.309178,2,1277,1280,25.5
2024-12-04 06:02:09.941455,2,1276,1280,25.5
2024-12-04 06:03:08.559401,2,1275,1280,25.5
2024-12-04 06:04:07.089213,2,1277,1280,25.5
2024-12-04 06:05:05.719336,2,1274,1280,25.5
2024-12-04 06:06:04.309399,2,1276,1280,25.5
2024-12-04 06:07:02.889273,2,1277,1280,25.5
2024-12-04 06:08:01.4891,2,1278,1280,25.5
2024-12-04 06:09:00.116268,2,1275,1280,25.5
2024-12-04 06:09:58.702117,2,1276,1280,25.5
2024-12-04 06:10:57.257271,2,1278,1280,25.5
2024-12-04 06:11:55.859181,2,1275,1280,25.5
2024-12-04 06:12:54.450412,2,1274,1280,25.5
2024-12-04 06:13:53.069243,2,1274,1279,25.5
2024-12-04 06:14:51.654218,2,1277,1280,25.5
2024-12-04 06:15:50.244162,2,1277,1280,25.5
2024-12-04 06:41:56.916678,0,196,990,37
2024-12-04 06:42:55.508069,0,196,978,38.2
2024-12-04 06:43:54.242206,0,196,983,39.2
2024-12-04 06:44:53.346503,0,196,929,40
2024-12-04 06:45:51.532961,0,196,935,40.2
2024-12-04 06:46:50.201303,0,196,976,41.5
2024-12-04 06:47:48.462124,0,196,982,41.5
2024-12-04 06:56:35.817424,0,196,968,40
2024-12-04 07:00:10.875263,2,374,376,33.2
2024-12-04 07:02:08.034879,2,358,362,33
2024-12-04 07:03:07.607848,2,358,361,33
2024-12-04 07:04:05.224688,2,352,356,33.8
2024-12-04 07:04:24.524924,0,196,961,39.5
2024-12-04 07:05:03.809556,2,354,358,35.2
2024-12-04 07:05:23.135428,0,196,953,42.5
2024-12-04 07:06:02.464217,2,311,226,34.2
2024-12-04 07:06:21.742825,0,196,949,43.8
2024-12-04 07:07:01.0648,2,0,223,38
2024-12-04 07:07:20.309658,0,196,958,44.8
2024-12-04 07:07:59.580806,2,0,224,39
2024-12-04 07:08:18.905216,0,196,939,45.5
2024-12-04 07:08:58.249585,2,0,258,40
2024-12-04 07:09:17.50201,0,196,958,45.5
2024-12-04 07:09:56.749385,2,0,224,40
2024-12-04 07:10:16.07362,0,196,962,44.2
2024-12-04 07:10:55.462703,2,0,216,39
2024-12-04 07:11:14.924075,0,196,961,44.2
2024-12-04 07:13:51.184653,2,0,241,43.8
2024-12-04 07:27:50.759576,0,196,990,40
2024-12-04 07:28:49.381819,0,196,983,40
2024-12-04 07:29:47.991058,0,196,527,40.8
2024-12-04 07:31:45.166762,0,196,960,42.2
2024-12-04 07:32:43.718855,0,196,968,44.8
2024-12-04 07:33:44.101948,0,196,980,45
2024-12-04 07:34:41.046755,0,196,867,45.5
