time,position,h1,h2,at
2024-12-13 02:03:54.767196,0,931,597,27.2
2024-12-13 02:03:59.794175,3,913,591,26.2
2024-12-13 02:04:13.18217,2,459,331,25.2
2024-12-13 03:20:23.442969,2,436,290,26.2
2024-12-13 03:21:03.97493,0,928,588,30
2024-12-13 03:21:08.07531,3,892,570,29.2
2024-12-13 03:21:22.355867,2,438,290,26.5
2024-12-13 04:42:32.246365,2,440,306,30.5
2024-12-13 10:42:44.276791,3,894,572,36
2024-12-13 10:42:46.086086,2,459,317,32
2024-12-13 10:43:25.986338,0,902,579,36
2024-12-13 10:43:44.647272,2,433,1382,32.8
2024-12-13 10:44:24.567205,0,888,542,35.2
2024-12-13 10:43:39.143331,3,905,596,36.5
2024-12-13 10:44:37.702199,3,864,555,35.8
2024-12-13 10:44:43.192682,2,479,318,33
2024-12-13 11:09:47.9752,0,900,570,42.2
2024-12-13 11:10:01.147044,3,875,564,43.2
2024-12-13 11:10:06.72208,2,446,310,32.2
2024-12-13 11:33:14.31894,0,922,572,34.8
2024-12-13 11:43:00.168961,0,918,592,35.2
2024-12-13 11:43:13.340137,3,911,590,34.8
2024-12-13 11:43:18.818334,2,520,302,31.8
2024-12-13 11:43:58.783002,0,903,587,35.2
2024-12-13 11:44:11.873151,3,909,562,35.5
2024-12-13 11:44:17.409156,2,452,315,32.2
2024-12-13 12:38:39.978361,0,901,578,33
2024-12-13 12:38:53.160172,3,906,586,32.8
2024-12-13 12:38:58.584098,2,455,316,30.8
2024-12-13 12:39:38.515321,0,884,558,33.5
2024-12-13 12:39:51.656274,3,879,561,33.5
2024-12-13 12:39:57.211749,2,470,314,31.5
2024-12-13 12:40:37.150867,0,893,576,35.8
2024-12-13 13:00:22.166238,3,923,608,39
2024-12-13 13:00:27.681616,2,460,308,32.2
2024-12-13 13:01:07.596605,0,879,554,37.2
2024-12-13 13:01:20.742536,3,865,577,38.5
2024-12-13 13:01:26.504101,2,477,442,31.8
2024-12-13 13:02:06.129447,0,857,547,38.5
2024-12-13 13:02:19.312816,3,841,520,39
2024-12-13 13:02:24.889992,2,491,333,31.5
2024-12-13 13:40:11.338967,0,846,530,41.2
2024-12-13 13:40:24.435493,3,860,534,40.5
